Series	Test_Fold	Model	Descriptors	Weight	Metric	Value
Weighted	3	RandomForestClassifier	RDKit	Average	Specificity	0.58673
Weighted	3	RandomForestClassifier	RDKit	Low	Specificity	0.62747
Unweighted	3	RandomForestClassifier	RDKit	Unknown	Specificity	0.54785
Unweighted	3	RandomForestClassifier	RDKit	High	Specificity	0.5969
Unweighted	3	RandomForestClassifier	RDKit	Average	Specificity	0.54817
Unweighted	3	RandomForestClassifier	RDKit	Low	Specificity	0.62168
Weighted	2	RandomForestClassifier	RDKit	Low	Specificity	0.50511
Weighted	2	RandomForestClassifier	RDKit	High	Specificity	0.55579
Weighted	2	RandomForestClassifier	RDKit	Average	Specificity	0.51554
Weighted	2	RandomForestClassifier	RDKit	Unknown	Specificity	0.36554
Unweighted	2	RandomForestClassifier	RDKit	Low	Specificity	0.49888
Unweighted	2	RandomForestClassifier	RDKit	High	Specificity	0.54684
Unweighted	2	RandomForestClassifier	RDKit	Average	Specificity	0.47609
Unweighted	2	RandomForestClassifier	RDKit	Unknown	Specificity	0.36421
Weighted	0	RandomForestClassifier	MACCS	Low	Specificity	0.56891
Weighted	0	RandomForestClassifier	MACCS	High	Specificity	0.57607
Weighted	0	RandomForestClassifier	MACCS	Unknown	Specificity	0.50659
Weighted	0	RandomForestClassifier	MACCS	Average	Specificity	0.5835
Unweighted	0	RandomForestClassifier	MACCS	Low	Specificity	0.52902
Unweighted	0	RandomForestClassifier	MACCS	High	Specificity	0.54516
Unweighted	0	RandomForestClassifier	MACCS	Unknown	Specificity	0.4884
Unweighted	0	RandomForestClassifier	MACCS	Average	Specificity	0.5686
Weighted	1	RandomForestClassifier	MACCS	High	Specificity	0.70861
Weighted	1	RandomForestClassifier	MACCS	Low	Specificity	0.60165
Weighted	1	RandomForestClassifier	MACCS	Unknown	Specificity	0.49896
Weighted	1	RandomForestClassifier	MACCS	Average	Specificity	0.60203
Unweighted	1	RandomForestClassifier	MACCS	High	Specificity	0.63536
Unweighted	1	RandomForestClassifier	MACCS	Low	Specificity	0.5868
Unweighted	1	RandomForestClassifier	MACCS	Unknown	Specificity	0.51979
Unweighted	1	RandomForestClassifier	MACCS	Average	Specificity	0.55914
Weighted	2	RandomForestClassifier	MACCS	Average	Specificity	0.61935
Weighted	2	RandomForestClassifier	MACCS	High	Specificity	0.68535
Weighted	2	RandomForestClassifier	MACCS	Unknown	Specificity	0.51083
Weighted	2	RandomForestClassifier	MACCS	Low	Specificity	0.63093
Unweighted	2	RandomForestClassifier	MACCS	Average	Specificity	0.62174
Unweighted	2	RandomForestClassifier	MACCS	High	Specificity	0.7037
Unweighted	2	RandomForestClassifier	MACCS	Unknown	Specificity	0.49562
Unweighted	2	RandomForestClassifier	MACCS	Low	Specificity	0.63087
Weighted	3	RandomForestClassifier	MACCS	High	Specificity	0.6281
Weighted	3	RandomForestClassifier	MACCS	Low	Specificity	0.64936
Weighted	3	RandomForestClassifier	MACCS	Average	Specificity	0.63874
Weighted	3	RandomForestClassifier	MACCS	Unknown	Specificity	0.6146
Unweighted	3	RandomForestClassifier	MACCS	High	Specificity	0.67959
Unweighted	3	RandomForestClassifier	MACCS	Low	Specificity	0.65708
Unweighted	3	RandomForestClassifier	MACCS	Average	Specificity	0.64679
Unweighted	3	RandomForestClassifier	MACCS	Unknown	Specificity	0.60646
Weighted	4	RandomForestClassifier	MACCS	Average	Specificity	0.70773
Weighted	4	RandomForestClassifier	MACCS	Low	Specificity	0.67424
Weighted	4	RandomForestClassifier	MACCS	High	Specificity	0.71862
Weighted	4	RandomForestClassifier	MACCS	Unknown	Specificity	0.67784
Unweighted	4	RandomForestClassifier	MACCS	Average	Specificity	0.70787
Unweighted	4	RandomForestClassifier	MACCS	Low	Specificity	0.69535
Unweighted	4	RandomForestClassifier	MACCS	High	Specificity	0.72406
Unweighted	4	RandomForestClassifier	MACCS	Unknown	Specificity	0.71883
Weighted	0	RandomForestClassifier	Klek	High	Specificity	0.57584
Weighted	0	RandomForestClassifier	Klek	Unknown	Specificity	0.59228
Weighted	0	RandomForestClassifier	Klek	Low	Specificity	0.58354
Weighted	0	RandomForestClassifier	Klek	Average	Specificity	0.58407
Unweighted	0	RandomForestClassifier	Klek	High	Specificity	0.5353
Unweighted	0	RandomForestClassifier	Klek	Unknown	Specificity	0.58628
Unweighted	0	RandomForestClassifier	Klek	Low	Specificity	0.54395
Unweighted	0	RandomForestClassifier	Klek	Average	Specificity	0.53058
Weighted	1	RandomForestClassifier	Klek	Low	Specificity	0.75064
Weighted	1	RandomForestClassifier	Klek	High	Specificity	0.74257
Weighted	1	RandomForestClassifier	Klek	Unknown	Specificity	0.70616
Weighted	1	RandomForestClassifier	Klek	Average	Specificity	0.73777
Unweighted	1	RandomForestClassifier	Klek	Low	Specificity	0.71883
Unweighted	1	RandomForestClassifier	Klek	High	Specificity	0.72376
Unweighted	1	RandomForestClassifier	Klek	Unknown	Specificity	0.71108
Unweighted	1	RandomForestClassifier	Klek	Average	Specificity	0.68011
Weighted	2	RandomForestClassifier	Klek	Average	Specificity	0.79463
Weighted	2	RandomForestClassifier	Klek	High	Specificity	0.77788
Weighted	2	RandomForestClassifier	Klek	Unknown	Specificity	0.64864
Weighted	2	RandomForestClassifier	Klek	Low	Specificity	0.78064
Unweighted	2	RandomForestClassifier	Klek	Average	Specificity	0.7413
Unweighted	2	RandomForestClassifier	Klek	High	Specificity	0.77778
Unweighted	2	RandomForestClassifier	Klek	Unknown	Specificity	0.62829
Unweighted	2	RandomForestClassifier	Klek	Low	Specificity	0.7472
Weighted	3	RandomForestClassifier	Klek	High	Specificity	0.8623
Weighted	3	RandomForestClassifier	Klek	Average	Specificity	0.80058
Weighted	3	RandomForestClassifier	Klek	Unknown	Specificity	0.69373
Weighted	3	RandomForestClassifier	Klek	Low	Specificity	0.83919
Unweighted	3	RandomForestClassifier	Klek	High	Specificity	0.78553
Unweighted	3	RandomForestClassifier	Klek	Average	Specificity	0.72248
Unweighted	3	RandomForestClassifier	Klek	Unknown	Specificity	0.69019
Unweighted	3	RandomForestClassifier	Klek	Low	Specificity	0.75664
Weighted	4	RandomForestClassifier	Klek	Low	Specificity	0.61417
Weighted	4	RandomForestClassifier	Klek	High	Specificity	0.69009
Weighted	4	RandomForestClassifier	Klek	Unknown	Specificity	0.63879
Weighted	4	RandomForestClassifier	Klek	Average	Specificity	0.68133
Unweighted	4	RandomForestClassifier	Klek	Low	Specificity	0.64651
Unweighted	4	RandomForestClassifier	Klek	High	Specificity	0.69757
Unweighted	4	RandomForestClassifier	Klek	Unknown	Specificity	0.6198
Unweighted	4	RandomForestClassifier	Klek	Average	Specificity	0.66292
Weighted	0	RandomForestClassifier	Morgan	High	Specificity	0.58893
Weighted	0	RandomForestClassifier	Morgan	Unknown	Specificity	0.51115
Weighted	0	RandomForestClassifier	Morgan	Average	Specificity	0.61566
Weighted	0	RandomForestClassifier	Morgan	Low	Specificity	0.63007
Unweighted	0	RandomForestClassifier	Morgan	High	Specificity	0.55172
Unweighted	0	RandomForestClassifier	Morgan	Unknown	Specificity	0.50656
Unweighted	0	RandomForestClassifier	Morgan	Average	Specificity	0.58512
Unweighted	0	RandomForestClassifier	Morgan	Low	Specificity	0.58043
Weighted	1	RandomForestClassifier	Morgan	Unknown	Specificity	0.8659
Weighted	1	RandomForestClassifier	Morgan	High	Specificity	0.89381
Weighted	1	RandomForestClassifier	Morgan	Low	Specificity	0.87681
Weighted	1	RandomForestClassifier	Morgan	Average	Specificity	0.8556
Unweighted	1	RandomForestClassifier	Morgan	Unknown	Specificity	0.8562
Unweighted	1	RandomForestClassifier	Morgan	High	Specificity	0.88674
Unweighted	1	RandomForestClassifier	Morgan	Low	Specificity	0.86308
Unweighted	1	RandomForestClassifier	Morgan	Average	Specificity	0.83065
Weighted	3	RandomForestClassifier	Morgan	Low	Specificity	0.85877
Weighted	3	RandomForestClassifier	Morgan	High	Specificity	0.8951
Weighted	3	RandomForestClassifier	Morgan	Average	Specificity	0.87451
Weighted	3	RandomForestClassifier	Morgan	Unknown	Specificity	0.74712
Unweighted	3	RandomForestClassifier	Morgan	Low	Specificity	0.8208
Unweighted	3	RandomForestClassifier	Morgan	High	Specificity	0.8708
Unweighted	3	RandomForestClassifier	Morgan	Average	Specificity	0.8211
Unweighted	3	RandomForestClassifier	Morgan	Unknown	Specificity	0.73206
Weighted	2	RandomForestClassifier	Morgan	High	Specificity	0.76077
Weighted	2	RandomForestClassifier	Morgan	Average	Specificity	0.7344
Weighted	2	RandomForestClassifier	Morgan	Unknown	Specificity	0.61775
Weighted	2	RandomForestClassifier	Morgan	Low	Specificity	0.69894
Unweighted	2	RandomForestClassifier	Morgan	High	Specificity	0.74728
Unweighted	2	RandomForestClassifier	Morgan	Average	Specificity	0.69783
Unweighted	2	RandomForestClassifier	Morgan	Unknown	Specificity	0.61076
Unweighted	2	RandomForestClassifier	Morgan	Low	Specificity	0.67338
Weighted	4	RandomForestClassifier	Morgan	High	Specificity	0.66666
Weighted	4	RandomForestClassifier	Morgan	Low	Specificity	0.61069
Weighted	4	RandomForestClassifier	Morgan	Unknown	Specificity	0.5423
Weighted	4	RandomForestClassifier	Morgan	Average	Specificity	0.57922
Unweighted	4	RandomForestClassifier	Morgan	High	Specificity	0.6777
Unweighted	4	RandomForestClassifier	Morgan	Low	Specificity	0.63721
Unweighted	4	RandomForestClassifier	Morgan	Unknown	Specificity	0.57335
Unweighted	4	RandomForestClassifier	Morgan	Average	Specificity	0.59551
Weighted	0	RandomForestClassifier	ChemBERTa	Average	Specificity	0.42935
Weighted	0	RandomForestClassifier	ChemBERTa	High	Specificity	0.35792
Weighted	0	RandomForestClassifier	ChemBERTa	Low	Specificity	0.42461
Weighted	0	RandomForestClassifier	ChemBERTa	Unknown	Specificity	0.44746
Unweighted	0	RandomForestClassifier	ChemBERTa	Average	Specificity	0.39669
Unweighted	0	RandomForestClassifier	ChemBERTa	High	Specificity	0.34975
Unweighted	0	RandomForestClassifier	ChemBERTa	Low	Specificity	0.38143
Unweighted	0	RandomForestClassifier	ChemBERTa	Unknown	Specificity	0.44601
Weighted	2	RandomForestClassifier	ChemBERTa	Average	Specificity	0.64794
Weighted	2	RandomForestClassifier	ChemBERTa	Low	Specificity	0.64216
Weighted	2	RandomForestClassifier	ChemBERTa	High	Specificity	0.64717
Weighted	2	RandomForestClassifier	ChemBERTa	Unknown	Specificity	0.61632
Unweighted	2	RandomForestClassifier	ChemBERTa	Average	Specificity	0.62826
Unweighted	2	RandomForestClassifier	ChemBERTa	Low	Specificity	0.63535
Unweighted	2	RandomForestClassifier	ChemBERTa	High	Specificity	0.67102
Unweighted	2	RandomForestClassifier	ChemBERTa	Unknown	Specificity	0.62328
Weighted	3	RandomForestClassifier	ChemBERTa	High	Specificity	0.4813
Weighted	3	RandomForestClassifier	ChemBERTa	Unknown	Specificity	0.56581
Weighted	3	RandomForestClassifier	ChemBERTa	Average	Specificity	0.50176
Weighted	3	RandomForestClassifier	ChemBERTa	Low	Specificity	0.4875
Unweighted	3	RandomForestClassifier	ChemBERTa	High	Specificity	0.4832
Unweighted	3	RandomForestClassifier	ChemBERTa	Unknown	Specificity	0.52632
Unweighted	3	RandomForestClassifier	ChemBERTa	Average	Specificity	0.48394
Unweighted	3	RandomForestClassifier	ChemBERTa	Low	Specificity	0.47124
Weighted	1	RandomForestClassifier	ChemBERTa	Unknown	Specificity	0.48821
Weighted	1	RandomForestClassifier	ChemBERTa	High	Specificity	0.67166
Weighted	1	RandomForestClassifier	ChemBERTa	Low	Specificity	0.63745
Weighted	1	RandomForestClassifier	ChemBERTa	Average	Specificity	0.62811
Unweighted	1	RandomForestClassifier	ChemBERTa	Unknown	Specificity	0.43931
Unweighted	1	RandomForestClassifier	ChemBERTa	High	Specificity	0.68232
Unweighted	1	RandomForestClassifier	ChemBERTa	Low	Specificity	0.62592
Unweighted	1	RandomForestClassifier	ChemBERTa	Average	Specificity	0.61559
Weighted	4	RandomForestClassifier	ChemBERTa	High	Specificity	0.43344
Weighted	4	RandomForestClassifier	ChemBERTa	Unknown	Specificity	0.28729
Weighted	4	RandomForestClassifier	ChemBERTa	Low	Specificity	0.37096
Weighted	4	RandomForestClassifier	ChemBERTa	Average	Specificity	0.35608
Unweighted	4	RandomForestClassifier	ChemBERTa	High	Specificity	0.41943
Unweighted	4	RandomForestClassifier	ChemBERTa	Unknown	Specificity	0.26895
Unweighted	4	RandomForestClassifier	ChemBERTa	Low	Specificity	0.3907
Unweighted	4	RandomForestClassifier	ChemBERTa	Average	Specificity	0.34157
Weighted	0	RandomForestClassifier	CDDD	Average	Specificity	0.45482
Weighted	0	RandomForestClassifier	CDDD	Low	Specificity	0.47164
Weighted	0	RandomForestClassifier	CDDD	Unknown	Specificity	0.45868
Weighted	0	RandomForestClassifier	CDDD	High	Specificity	0.49394
Unweighted	0	RandomForestClassifier	CDDD	Average	Specificity	0.46116
Unweighted	0	RandomForestClassifier	CDDD	Low	Specificity	0.43947
Unweighted	0	RandomForestClassifier	CDDD	Unknown	Specificity	0.45409
Unweighted	0	RandomForestClassifier	CDDD	High	Specificity	0.4844
Weighted	1	RandomForestClassifier	CDDD	High	Specificity	0.77196
Weighted	1	RandomForestClassifier	CDDD	Unknown	Specificity	0.47247
Weighted	1	RandomForestClassifier	CDDD	Low	Specificity	0.70264
Weighted	1	RandomForestClassifier	CDDD	Average	Specificity	0.70334
Unweighted	1	RandomForestClassifier	CDDD	High	Specificity	0.72652
Unweighted	1	RandomForestClassifier	CDDD	Unknown	Specificity	0.44327
Unweighted	1	RandomForestClassifier	CDDD	Low	Specificity	0.66748
Unweighted	1	RandomForestClassifier	CDDD	Average	Specificity	0.6586
Weighted	3	RandomForestClassifier	CDDD	Unknown	Specificity	0.56862
Weighted	3	RandomForestClassifier	CDDD	Average	Specificity	0.60276
Weighted	3	RandomForestClassifier	CDDD	High	Specificity	0.60815
Weighted	3	RandomForestClassifier	CDDD	Low	Specificity	0.63091
Unweighted	3	RandomForestClassifier	CDDD	Unknown	Specificity	0.55981
Unweighted	3	RandomForestClassifier	CDDD	Average	Specificity	0.52294
Unweighted	3	RandomForestClassifier	CDDD	High	Specificity	0.53488
Unweighted	3	RandomForestClassifier	CDDD	Low	Specificity	0.52434
Weighted	2	RandomForestClassifier	CDDD	High	Specificity	0.67036
Weighted	2	RandomForestClassifier	CDDD	Unknown	Specificity	0.34659
Weighted	2	RandomForestClassifier	CDDD	Average	Specificity	0.55245
Weighted	2	RandomForestClassifier	CDDD	Low	Specificity	0.64024
Unweighted	2	RandomForestClassifier	CDDD	High	Specificity	0.6122
Unweighted	2	RandomForestClassifier	CDDD	Unknown	Specificity	0.33417
Unweighted	2	RandomForestClassifier	CDDD	Average	Specificity	0.50652
Unweighted	2	RandomForestClassifier	CDDD	Low	Specificity	0.58613
Weighted	4	RandomForestClassifier	CDDD	Low	Specificity	0.50478
Weighted	4	RandomForestClassifier	CDDD	Average	Specificity	0.55029
Weighted	4	RandomForestClassifier	CDDD	High	Specificity	0.53299
Weighted	4	RandomForestClassifier	CDDD	Unknown	Specificity	0.50235
Unweighted	4	RandomForestClassifier	CDDD	Low	Specificity	0.49767
Unweighted	4	RandomForestClassifier	CDDD	Average	Specificity	0.52135
Unweighted	4	RandomForestClassifier	CDDD	High	Specificity	0.52539
Unweighted	4	RandomForestClassifier	CDDD	Unknown	Specificity	0.51956
Weighted	0	XGBClassifier	RDKit	High	HarmRS	0.52834
Weighted	0	XGBClassifier	RDKit	Unknown	HarmRS	0.54156
Weighted	0	XGBClassifier	RDKit	Low	HarmRS	0.58669
Weighted	0	XGBClassifier	RDKit	Average	HarmRS	0.58201
Unweighted	0	XGBClassifier	RDKit	High	HarmRS	0.54675
Unweighted	0	XGBClassifier	RDKit	Unknown	HarmRS	0.51949
Unweighted	0	XGBClassifier	RDKit	Low	HarmRS	0.57418
Unweighted	0	XGBClassifier	RDKit	Average	HarmRS	0.57053
Weighted	1	XGBClassifier	RDKit	Average	HarmRS	0.44069
Weighted	1	XGBClassifier	RDKit	Low	HarmRS	0.4309
Weighted	1	XGBClassifier	RDKit	Unknown	HarmRS	0.56172
Weighted	1	XGBClassifier	RDKit	High	HarmRS	0.32764
Unweighted	1	XGBClassifier	RDKit	Average	HarmRS	0.44477
Unweighted	1	XGBClassifier	RDKit	Low	HarmRS	0.45042
Unweighted	1	XGBClassifier	RDKit	Unknown	HarmRS	0.55213
Unweighted	1	XGBClassifier	RDKit	High	HarmRS	0.38718
Weighted	3	XGBClassifier	RDKit	Unknown	HarmRS	0.48521
Weighted	3	XGBClassifier	RDKit	Low	HarmRS	0.51529
Weighted	3	XGBClassifier	RDKit	High	HarmRS	0.45258
Weighted	3	XGBClassifier	RDKit	Average	HarmRS	0.59629
Unweighted	3	XGBClassifier	RDKit	Unknown	HarmRS	0.47684
Unweighted	3	XGBClassifier	RDKit	Low	HarmRS	0.50202
Unweighted	3	XGBClassifier	RDKit	High	HarmRS	0.4369
Unweighted	3	XGBClassifier	RDKit	Average	HarmRS	0.55117
Weighted	2	XGBClassifier	RDKit	Unknown	HarmRS	0.57278
Weighted	2	XGBClassifier	RDKit	Low	HarmRS	0.55049
Weighted	2	XGBClassifier	RDKit	High	HarmRS	0.51309
Weighted	2	XGBClassifier	RDKit	Average	HarmRS	0.53527
Unweighted	2	XGBClassifier	RDKit	Unknown	HarmRS	0.56658
Unweighted	2	XGBClassifier	RDKit	Low	HarmRS	0.53466
Unweighted	2	XGBClassifier	RDKit	High	HarmRS	0.4884
Unweighted	2	XGBClassifier	RDKit	Average	HarmRS	0.50458
Weighted	4	XGBClassifier	RDKit	Low	HarmRS	0.60193
Weighted	4	XGBClassifier	RDKit	High	HarmRS	0.60245
Weighted	4	XGBClassifier	RDKit	Average	HarmRS	0.59922
Weighted	4	XGBClassifier	RDKit	Unknown	HarmRS	0.51383
Unweighted	4	XGBClassifier	RDKit	Low	HarmRS	0.58252
Unweighted	4	XGBClassifier	RDKit	High	HarmRS	0.54913
Unweighted	4	XGBClassifier	RDKit	Average	HarmRS	0.56019
Unweighted	4	XGBClassifier	RDKit	Unknown	HarmRS	0.49422
Weighted	0	XGBClassifier	MACCS	Unknown	HarmRS	0.5437
Weighted	0	XGBClassifier	MACCS	Average	HarmRS	0.63206
Weighted	0	XGBClassifier	MACCS	High	HarmRS	0.52019
Weighted	0	XGBClassifier	MACCS	Low	HarmRS	0.59853
Unweighted	0	XGBClassifier	MACCS	Unknown	HarmRS	0.52193
Unweighted	0	XGBClassifier	MACCS	Average	HarmRS	0.63047
Unweighted	0	XGBClassifier	MACCS	High	HarmRS	0.55459
Unweighted	0	XGBClassifier	MACCS	Low	HarmRS	0.58415
Weighted	1	XGBClassifier	MACCS	High	HarmRS	0.50579
Weighted	1	XGBClassifier	MACCS	Average	HarmRS	0.51394
Weighted	1	XGBClassifier	MACCS	Low	HarmRS	0.49101
Weighted	1	XGBClassifier	MACCS	Unknown	HarmRS	0.51057
Unweighted	1	XGBClassifier	MACCS	High	HarmRS	0.49316
Unweighted	1	XGBClassifier	MACCS	Average	HarmRS	0.5229
Unweighted	1	XGBClassifier	MACCS	Low	HarmRS	0.51888
Unweighted	1	XGBClassifier	MACCS	Unknown	HarmRS	0.52342
Weighted	3	XGBClassifier	MACCS	High	HarmRS	0.48835
Weighted	3	XGBClassifier	MACCS	Average	HarmRS	0.57287
Weighted	3	XGBClassifier	MACCS	Low	HarmRS	0.55783
Weighted	3	XGBClassifier	MACCS	Unknown	HarmRS	0.555
Unweighted	3	XGBClassifier	MACCS	High	HarmRS	0.40117
Unweighted	3	XGBClassifier	MACCS	Average	HarmRS	0.51498
Unweighted	3	XGBClassifier	MACCS	Low	HarmRS	0.48728
Unweighted	3	XGBClassifier	MACCS	Unknown	HarmRS	0.55035
Weighted	2	XGBClassifier	MACCS	Average	HarmRS	0.54007
Weighted	2	XGBClassifier	MACCS	Low	HarmRS	0.57902
Weighted	2	XGBClassifier	MACCS	High	HarmRS	0.58167
Weighted	2	XGBClassifier	MACCS	Unknown	HarmRS	0.56996
Unweighted	2	XGBClassifier	MACCS	Average	HarmRS	0.53559
Unweighted	2	XGBClassifier	MACCS	Low	HarmRS	0.57022
Unweighted	2	XGBClassifier	MACCS	High	HarmRS	0.561
Unweighted	2	XGBClassifier	MACCS	Unknown	HarmRS	0.55845
Weighted	4	XGBClassifier	MACCS	Low	HarmRS	0.57868
Weighted	4	XGBClassifier	MACCS	Unknown	HarmRS	0.56994
Weighted	4	XGBClassifier	MACCS	Average	HarmRS	0.56464
Weighted	4	XGBClassifier	MACCS	High	HarmRS	0.50763
Unweighted	4	XGBClassifier	MACCS	Low	HarmRS	0.55713
Unweighted	4	XGBClassifier	MACCS	Unknown	HarmRS	0.5617
Unweighted	4	XGBClassifier	MACCS	Average	HarmRS	0.53072
Unweighted	4	XGBClassifier	MACCS	High	HarmRS	0.47876
Weighted	1	XGBClassifier	Klek	Unknown	HarmRS	0.53133
Weighted	1	XGBClassifier	Klek	Low	HarmRS	0.45415
Weighted	1	XGBClassifier	Klek	High	HarmRS	0.4154
Weighted	1	XGBClassifier	Klek	Average	HarmRS	0.45121
Unweighted	1	XGBClassifier	Klek	Unknown	HarmRS	0.54076
Unweighted	1	XGBClassifier	Klek	Low	HarmRS	0.48112
Unweighted	1	XGBClassifier	Klek	High	HarmRS	0.41918
Unweighted	1	XGBClassifier	Klek	Average	HarmRS	0.46098
Weighted	0	XGBClassifier	Klek	High	HarmRS	0.46958
Weighted	0	XGBClassifier	Klek	Average	HarmRS	0.58995
Weighted	0	XGBClassifier	Klek	Low	HarmRS	0.54693
Weighted	0	XGBClassifier	Klek	Unknown	HarmRS	0.57407
Unweighted	0	XGBClassifier	Klek	High	HarmRS	0.50432
Unweighted	0	XGBClassifier	Klek	Average	HarmRS	0.59123
Unweighted	0	XGBClassifier	Klek	Low	HarmRS	0.55929
Unweighted	0	XGBClassifier	Klek	Unknown	HarmRS	0.57587
Weighted	3	XGBClassifier	Klek	High	HarmRS	0.46327
Weighted	3	XGBClassifier	Klek	Average	HarmRS	0.53189
Weighted	3	XGBClassifier	Klek	Low	HarmRS	0.48529
Weighted	3	XGBClassifier	Klek	Unknown	HarmRS	0.54011
Unweighted	3	XGBClassifier	Klek	High	HarmRS	0.40692
Unweighted	3	XGBClassifier	Klek	Average	HarmRS	0.50454
Unweighted	3	XGBClassifier	Klek	Low	HarmRS	0.45002
Unweighted	3	XGBClassifier	Klek	Unknown	HarmRS	0.55222
Weighted	2	XGBClassifier	Klek	Low	HarmRS	0.59597
Weighted	2	XGBClassifier	Klek	Unknown	HarmRS	0.58933
Weighted	2	XGBClassifier	Klek	Average	HarmRS	0.59414
Weighted	2	XGBClassifier	Klek	High	HarmRS	0.60429
Unweighted	2	XGBClassifier	Klek	Low	HarmRS	0.56834
Unweighted	2	XGBClassifier	Klek	Unknown	HarmRS	0.56634
Unweighted	2	XGBClassifier	Klek	Average	HarmRS	0.54829
Unweighted	2	XGBClassifier	Klek	High	HarmRS	0.57773
Weighted	4	XGBClassifier	Klek	Low	HarmRS	0.48081
Weighted	4	XGBClassifier	Klek	Average	HarmRS	0.48499
Weighted	4	XGBClassifier	Klek	Unknown	HarmRS	0.5641
Weighted	4	XGBClassifier	Klek	High	HarmRS	0.46044
Unweighted	4	XGBClassifier	Klek	Low	HarmRS	0.47743
Unweighted	4	XGBClassifier	Klek	Average	HarmRS	0.46124
Unweighted	4	XGBClassifier	Klek	Unknown	HarmRS	0.56357
Unweighted	4	XGBClassifier	Klek	High	HarmRS	0.42442
Weighted	0	XGBClassifier	Morgan	High	HarmRS	0.53584
Weighted	0	XGBClassifier	Morgan	Low	HarmRS	0.54556
Weighted	0	XGBClassifier	Morgan	Average	HarmRS	0.53031
Weighted	0	XGBClassifier	Morgan	Unknown	HarmRS	0.49808
Unweighted	0	XGBClassifier	Morgan	High	HarmRS	0.56423
Unweighted	0	XGBClassifier	Morgan	Low	HarmRS	0.57622
Unweighted	0	XGBClassifier	Morgan	Average	HarmRS	0.56571
Unweighted	0	XGBClassifier	Morgan	Unknown	HarmRS	0.50586
Weighted	2	XGBClassifier	Morgan	Average	HarmRS	0.54721
Weighted	2	XGBClassifier	Morgan	High	HarmRS	0.54812
Weighted	2	XGBClassifier	Morgan	Low	HarmRS	0.55772
Weighted	2	XGBClassifier	Morgan	Unknown	HarmRS	0.59573
Unweighted	2	XGBClassifier	Morgan	Average	HarmRS	0.52817
Unweighted	2	XGBClassifier	Morgan	High	HarmRS	0.52975
Unweighted	2	XGBClassifier	Morgan	Low	HarmRS	0.54663
Unweighted	2	XGBClassifier	Morgan	Unknown	HarmRS	0.57872
Weighted	1	XGBClassifier	Morgan	Average	HarmRS	0.43031
Weighted	1	XGBClassifier	Morgan	High	HarmRS	0.4031
Weighted	1	XGBClassifier	Morgan	Unknown	HarmRS	0.54706
Weighted	1	XGBClassifier	Morgan	Low	HarmRS	0.43413
Unweighted	1	XGBClassifier	Morgan	Average	HarmRS	0.4348
Unweighted	1	XGBClassifier	Morgan	High	HarmRS	0.42581
Unweighted	1	XGBClassifier	Morgan	Unknown	HarmRS	0.55287
Unweighted	1	XGBClassifier	Morgan	Low	HarmRS	0.45407
Weighted	3	XGBClassifier	Morgan	High	HarmRS	0.4951
Weighted	3	XGBClassifier	Morgan	Low	HarmRS	0.47271
Weighted	3	XGBClassifier	Morgan	Unknown	HarmRS	0.54882
Weighted	3	XGBClassifier	Morgan	Average	HarmRS	0.52155
Unweighted	3	XGBClassifier	Morgan	High	HarmRS	0.47862
Unweighted	3	XGBClassifier	Morgan	Low	HarmRS	0.43594
Unweighted	3	XGBClassifier	Morgan	Unknown	HarmRS	0.52868
Unweighted	3	XGBClassifier	Morgan	Average	HarmRS	0.48435
Weighted	4	XGBClassifier	Morgan	Low	HarmRS	0.50871
Weighted	4	XGBClassifier	Morgan	Unknown	HarmRS	0.53474
Weighted	4	XGBClassifier	Morgan	Average	HarmRS	0.56705
Weighted	4	XGBClassifier	Morgan	High	HarmRS	0.52329
Unweighted	4	XGBClassifier	Morgan	Low	HarmRS	0.4829
Unweighted	4	XGBClassifier	Morgan	Unknown	HarmRS	0.53438
Unweighted	4	XGBClassifier	Morgan	Average	HarmRS	0.5155
Unweighted	4	XGBClassifier	Morgan	High	HarmRS	0.48
Weighted	0	XGBClassifier	ChemBERTa	Unknown	HarmRS	0.48396
Weighted	0	XGBClassifier	ChemBERTa	Average	HarmRS	0.54359
Weighted	0	XGBClassifier	ChemBERTa	High	HarmRS	0.48415
Weighted	0	XGBClassifier	ChemBERTa	Low	HarmRS	0.57612
Unweighted	0	XGBClassifier	ChemBERTa	Unknown	HarmRS	0.46824
Unweighted	0	XGBClassifier	ChemBERTa	Average	HarmRS	0.52229
Unweighted	0	XGBClassifier	ChemBERTa	High	HarmRS	0.48936
Unweighted	0	XGBClassifier	ChemBERTa	Low	HarmRS	0.55546
Weighted	2	XGBClassifier	ChemBERTa	Average	HarmRS	0.48442
Weighted	2	XGBClassifier	ChemBERTa	Low	HarmRS	0.47462
Weighted	2	XGBClassifier	ChemBERTa	Unknown	HarmRS	0.43426
Weighted	2	XGBClassifier	ChemBERTa	High	HarmRS	0.42613
Unweighted	2	XGBClassifier	ChemBERTa	Average	HarmRS	0.47179
Unweighted	2	XGBClassifier	ChemBERTa	Low	HarmRS	0.46084
Unweighted	2	XGBClassifier	ChemBERTa	Unknown	HarmRS	0.44707
Unweighted	2	XGBClassifier	ChemBERTa	High	HarmRS	0.41139
Weighted	4	XGBClassifier	ChemBERTa	Unknown	HarmRS	0.48272
Weighted	4	XGBClassifier	ChemBERTa	Low	HarmRS	0.56775
Weighted	4	XGBClassifier	ChemBERTa	Average	HarmRS	0.55922
