Series	Test_Fold	Model	Descriptors	Weight	Metric	Value
Unweighted	1	RandomForestClassifier	Klek	Low	HarmRS	0.50913
Unweighted	1	RandomForestClassifier	Klek	High	HarmRS	0.46369
Unweighted	1	RandomForestClassifier	Klek	Unknown	HarmRS	0.50514
Unweighted	1	RandomForestClassifier	Klek	Average	HarmRS	0.49689
Weighted	2	RandomForestClassifier	Klek	Average	HarmRS	0.59322
Weighted	2	RandomForestClassifier	Klek	High	HarmRS	0.54671
Weighted	2	RandomForestClassifier	Klek	Unknown	HarmRS	0.60255
Weighted	2	RandomForestClassifier	Klek	Low	HarmRS	0.60174
Unweighted	2	RandomForestClassifier	Klek	Average	HarmRS	0.5481
Unweighted	2	RandomForestClassifier	Klek	High	HarmRS	0.53679
Unweighted	2	RandomForestClassifier	Klek	Unknown	HarmRS	0.57594
Unweighted	2	RandomForestClassifier	Klek	Low	HarmRS	0.58256
Weighted	3	RandomForestClassifier	Klek	High	HarmRS	0.62643
Weighted	3	RandomForestClassifier	Klek	Average	HarmRS	0.6336
Weighted	3	RandomForestClassifier	Klek	Unknown	HarmRS	0.51017
Weighted	3	RandomForestClassifier	Klek	Low	HarmRS	0.5984
Unweighted	3	RandomForestClassifier	Klek	High	HarmRS	0.55019
Unweighted	3	RandomForestClassifier	Klek	Average	HarmRS	0.55732
Unweighted	3	RandomForestClassifier	Klek	Unknown	HarmRS	0.51265
Unweighted	3	RandomForestClassifier	Klek	Low	HarmRS	0.54443
Weighted	4	RandomForestClassifier	Klek	Low	HarmRS	0.52786
Weighted	4	RandomForestClassifier	Klek	High	HarmRS	0.52913
Weighted	4	RandomForestClassifier	Klek	Unknown	HarmRS	0.58752
Weighted	4	RandomForestClassifier	Klek	Average	HarmRS	0.54081
Unweighted	4	RandomForestClassifier	Klek	Low	HarmRS	0.53124
Unweighted	4	RandomForestClassifier	Klek	High	HarmRS	0.4942
Unweighted	4	RandomForestClassifier	Klek	Unknown	HarmRS	0.58327
Unweighted	4	RandomForestClassifier	Klek	Average	HarmRS	0.51349
Weighted	0	RandomForestClassifier	Morgan	High	HarmRS	0.56036
Weighted	0	RandomForestClassifier	Morgan	Unknown	HarmRS	0.54509
Weighted	0	RandomForestClassifier	Morgan	Average	HarmRS	0.60435
Weighted	0	RandomForestClassifier	Morgan	Low	HarmRS	0.62473
Unweighted	0	RandomForestClassifier	Morgan	High	HarmRS	0.57176
Unweighted	0	RandomForestClassifier	Morgan	Unknown	HarmRS	0.54441
Unweighted	0	RandomForestClassifier	Morgan	Average	HarmRS	0.6102
Unweighted	0	RandomForestClassifier	Morgan	Low	HarmRS	0.61332
Weighted	1	RandomForestClassifier	Morgan	Unknown	HarmRS	0.42834
Weighted	1	RandomForestClassifier	Morgan	High	HarmRS	0.43708
Weighted	1	RandomForestClassifier	Morgan	Low	HarmRS	0.46115
Weighted	1	RandomForestClassifier	Morgan	Average	HarmRS	0.41139
Unweighted	1	RandomForestClassifier	Morgan	Unknown	HarmRS	0.42686
Unweighted	1	RandomForestClassifier	Morgan	High	HarmRS	0.43598
Unweighted	1	RandomForestClassifier	Morgan	Low	HarmRS	0.45409
Unweighted	1	RandomForestClassifier	Morgan	Average	HarmRS	0.40686
Weighted	3	RandomForestClassifier	Morgan	Low	HarmRS	0.47481
Weighted	3	RandomForestClassifier	Morgan	High	HarmRS	0.50045
Weighted	3	RandomForestClassifier	Morgan	Average	HarmRS	0.54943
Weighted	3	RandomForestClassifier	Morgan	Unknown	HarmRS	0.4782
Unweighted	3	RandomForestClassifier	Morgan	Low	HarmRS	0.44447
Unweighted	3	RandomForestClassifier	Morgan	High	HarmRS	0.44948
Unweighted	3	RandomForestClassifier	Morgan	Average	HarmRS	0.50464
Unweighted	3	RandomForestClassifier	Morgan	Unknown	HarmRS	0.51371
Weighted	2	RandomForestClassifier	Morgan	High	HarmRS	0.52003
Weighted	2	RandomForestClassifier	Morgan	Average	HarmRS	0.53801
Weighted	2	RandomForestClassifier	Morgan	Unknown	HarmRS	0.59867
Weighted	2	RandomForestClassifier	Morgan	Low	HarmRS	0.52007
Unweighted	2	RandomForestClassifier	Morgan	High	HarmRS	0.50497
Unweighted	2	RandomForestClassifier	Morgan	Average	HarmRS	0.52214
Unweighted	2	RandomForestClassifier	Morgan	Unknown	HarmRS	0.59027
Unweighted	2	RandomForestClassifier	Morgan	Low	HarmRS	0.5161
Weighted	4	RandomForestClassifier	Morgan	High	HarmRS	0.53575
Weighted	4	RandomForestClassifier	Morgan	Low	HarmRS	0.54466
Weighted	4	RandomForestClassifier	Morgan	Unknown	HarmRS	0.55981
Weighted	4	RandomForestClassifier	Morgan	Average	HarmRS	0.51025
Unweighted	4	RandomForestClassifier	Morgan	High	HarmRS	0.50649
Unweighted	4	RandomForestClassifier	Morgan	Low	HarmRS	0.51021
Unweighted	4	RandomForestClassifier	Morgan	Unknown	HarmRS	0.55477
Unweighted	4	RandomForestClassifier	Morgan	Average	HarmRS	0.48022
Weighted	0	RandomForestClassifier	ChemBERTa	Average	HarmRS	0.51525
Weighted	0	RandomForestClassifier	ChemBERTa	High	HarmRS	0.46525
Weighted	0	RandomForestClassifier	ChemBERTa	Low	HarmRS	0.5232
Weighted	0	RandomForestClassifier	ChemBERTa	Unknown	HarmRS	0.54297
Unweighted	0	RandomForestClassifier	ChemBERTa	Average	HarmRS	0.49503
Unweighted	0	RandomForestClassifier	ChemBERTa	High	HarmRS	0.46344
Unweighted	0	RandomForestClassifier	ChemBERTa	Low	HarmRS	0.49568
Unweighted	0	RandomForestClassifier	ChemBERTa	Unknown	HarmRS	0.53165
Weighted	2	RandomForestClassifier	ChemBERTa	Average	HarmRS	0.47756
Weighted	2	RandomForestClassifier	ChemBERTa	Low	HarmRS	0.44671
Weighted	2	RandomForestClassifier	ChemBERTa	High	HarmRS	0.49484
Weighted	2	RandomForestClassifier	ChemBERTa	Unknown	HarmRS	0.48975
Unweighted	2	RandomForestClassifier	ChemBERTa	Average	HarmRS	0.46966
Unweighted	2	RandomForestClassifier	ChemBERTa	Low	HarmRS	0.4466
Unweighted	2	RandomForestClassifier	ChemBERTa	High	HarmRS	0.49395
Unweighted	2	RandomForestClassifier	ChemBERTa	Unknown	HarmRS	0.50233
Weighted	3	RandomForestClassifier	ChemBERTa	High	HarmRS	0.47073
Weighted	3	RandomForestClassifier	ChemBERTa	Unknown	HarmRS	0.53288
Weighted	3	RandomForestClassifier	ChemBERTa	Average	HarmRS	0.50213
Weighted	3	RandomForestClassifier	ChemBERTa	Low	HarmRS	0.48867
Unweighted	3	RandomForestClassifier	ChemBERTa	High	HarmRS	0.47598
Unweighted	3	RandomForestClassifier	ChemBERTa	Unknown	HarmRS	0.5213
Unweighted	3	RandomForestClassifier	ChemBERTa	Average	HarmRS	0.48979
Unweighted	3	RandomForestClassifier	ChemBERTa	Low	HarmRS	0.48173
Weighted	1	RandomForestClassifier	ChemBERTa	Unknown	HarmRS	0.54198
Weighted	1	RandomForestClassifier	ChemBERTa	High	HarmRS	0.4341
Weighted	1	RandomForestClassifier	ChemBERTa	Low	HarmRS	0.51997
Weighted	1	RandomForestClassifier	ChemBERTa	Average	HarmRS	0.47551
Unweighted	1	RandomForestClassifier	ChemBERTa	Unknown	HarmRS	0.51825
Unweighted	1	RandomForestClassifier	ChemBERTa	High	HarmRS	0.48716
Unweighted	1	RandomForestClassifier	ChemBERTa	Low	HarmRS	0.53454
Unweighted	1	RandomForestClassifier	ChemBERTa	Average	HarmRS	0.50376
Weighted	4	RandomForestClassifier	ChemBERTa	High	HarmRS	0.52809
Weighted	4	RandomForestClassifier	ChemBERTa	Unknown	HarmRS	0.42323
Weighted	4	RandomForestClassifier	ChemBERTa	Low	HarmRS	0.48386
Weighted	4	RandomForestClassifier	ChemBERTa	Average	HarmRS	0.48898
Unweighted	4	RandomForestClassifier	ChemBERTa	High	HarmRS	0.51134
Unweighted	4	RandomForestClassifier	ChemBERTa	Unknown	HarmRS	0.40478
Unweighted	4	RandomForestClassifier	ChemBERTa	Low	HarmRS	0.50018
Unweighted	4	RandomForestClassifier	ChemBERTa	Average	HarmRS	0.47378
Weighted	0	RandomForestClassifier	CDDD	Average	HarmRS	0.47938
Weighted	0	RandomForestClassifier	CDDD	Low	HarmRS	0.48707
Weighted	0	RandomForestClassifier	CDDD	Unknown	HarmRS	0.52929
Weighted	0	RandomForestClassifier	CDDD	High	HarmRS	0.49329
Unweighted	0	RandomForestClassifier	CDDD	Average	HarmRS	0.50434
Unweighted	0	RandomForestClassifier	CDDD	Low	HarmRS	0.48455
Unweighted	0	RandomForestClassifier	CDDD	Unknown	HarmRS	0.5211
Unweighted	0	RandomForestClassifier	CDDD	High	HarmRS	0.52091
Weighted	1	RandomForestClassifier	CDDD	High	HarmRS	0.48105
Weighted	1	RandomForestClassifier	CDDD	Unknown	HarmRS	0.5503
Weighted	1	RandomForestClassifier	CDDD	Low	HarmRS	0.51027
Weighted	1	RandomForestClassifier	CDDD	Average	HarmRS	0.5303
Unweighted	1	RandomForestClassifier	CDDD	High	HarmRS	0.49487
Unweighted	1	RandomForestClassifier	CDDD	Unknown	HarmRS	0.53572
Unweighted	1	RandomForestClassifier	CDDD	Low	HarmRS	0.51814
Unweighted	1	RandomForestClassifier	CDDD	Average	HarmRS	0.53136
Weighted	3	RandomForestClassifier	CDDD	Unknown	HarmRS	0.55742
Weighted	3	RandomForestClassifier	CDDD	Average	HarmRS	0.60677
Weighted	3	RandomForestClassifier	CDDD	High	HarmRS	0.59661
Weighted	3	RandomForestClassifier	CDDD	Low	HarmRS	0.59733
Unweighted	3	RandomForestClassifier	CDDD	Unknown	HarmRS	0.56562
Unweighted	3	RandomForestClassifier	CDDD	Average	HarmRS	0.55454
Unweighted	3	RandomForestClassifier	CDDD	High	HarmRS	0.54726
Unweighted	3	RandomForestClassifier	CDDD	Low	HarmRS	0.53035
Weighted	2	RandomForestClassifier	CDDD	High	HarmRS	0.57203
Weighted	2	RandomForestClassifier	CDDD	Unknown	HarmRS	0.48001
Weighted	2	RandomForestClassifier	CDDD	Average	HarmRS	0.54782
Weighted	2	RandomForestClassifier	CDDD	Low	HarmRS	0.60369
Unweighted	2	RandomForestClassifier	CDDD	High	HarmRS	0.53574
Unweighted	2	RandomForestClassifier	CDDD	Unknown	HarmRS	0.4724
Unweighted	2	RandomForestClassifier	CDDD	Average	HarmRS	0.52181
Unweighted	2	RandomForestClassifier	CDDD	Low	HarmRS	0.59405
Weighted	4	RandomForestClassifier	CDDD	Low	HarmRS	0.5639
Weighted	4	RandomForestClassifier	CDDD	Average	HarmRS	0.59924
Weighted	4	RandomForestClassifier	CDDD	High	HarmRS	0.59328
Weighted	4	RandomForestClassifier	CDDD	Unknown	HarmRS	0.55745
Unweighted	4	RandomForestClassifier	CDDD	Low	HarmRS	0.55627
Unweighted	4	RandomForestClassifier	CDDD	Average	HarmRS	0.57571
Unweighted	4	RandomForestClassifier	CDDD	High	HarmRS	0.57747
Unweighted	4	RandomForestClassifier	CDDD	Unknown	HarmRS	0.56764
Weighted	0	XGBClassifier	RDKit	High	ROC AUC	0.58
Weighted	0	XGBClassifier	RDKit	Unknown	ROC AUC	0.60705
Weighted	0	XGBClassifier	RDKit	Low	ROC AUC	0.62335
Weighted	0	XGBClassifier	RDKit	Average	ROC AUC	0.6108
Unweighted	0	XGBClassifier	RDKit	High	ROC AUC	0.5966
Unweighted	0	XGBClassifier	RDKit	Unknown	ROC AUC	0.59994
Unweighted	0	XGBClassifier	RDKit	Low	ROC AUC	0.60091
Unweighted	0	XGBClassifier	RDKit	Average	ROC AUC	0.59991
Weighted	1	XGBClassifier	RDKit	Average	ROC AUC	0.54585
Weighted	1	XGBClassifier	RDKit	Low	ROC AUC	0.55099
Weighted	1	XGBClassifier	RDKit	Unknown	ROC AUC	0.5762
Weighted	1	XGBClassifier	RDKit	High	ROC AUC	0.51904
Unweighted	1	XGBClassifier	RDKit	Average	ROC AUC	0.53588
Unweighted	1	XGBClassifier	RDKit	Low	ROC AUC	0.55205
Unweighted	1	XGBClassifier	RDKit	Unknown	ROC AUC	0.56078
Unweighted	1	XGBClassifier	RDKit	High	ROC AUC	0.52443
Weighted	3	XGBClassifier	RDKit	Unknown	ROC AUC	0.58237
Weighted	3	XGBClassifier	RDKit	Low	ROC AUC	0.64296
Weighted	3	XGBClassifier	RDKit	High	ROC AUC	0.62975
Weighted	3	XGBClassifier	RDKit	Average	ROC AUC	0.64764
Unweighted	3	XGBClassifier	RDKit	Unknown	ROC AUC	0.58474
Unweighted	3	XGBClassifier	RDKit	Low	ROC AUC	0.58968
Unweighted	3	XGBClassifier	RDKit	High	ROC AUC	0.57049
Unweighted	3	XGBClassifier	RDKit	Average	ROC AUC	0.58368
Weighted	2	XGBClassifier	RDKit	Unknown	ROC AUC	0.68258
Weighted	2	XGBClassifier	RDKit	Low	ROC AUC	0.61315
Weighted	2	XGBClassifier	RDKit	High	ROC AUC	0.59562
Weighted	2	XGBClassifier	RDKit	Average	ROC AUC	0.59932
Unweighted	2	XGBClassifier	RDKit	Unknown	ROC AUC	0.67262
Unweighted	2	XGBClassifier	RDKit	Low	ROC AUC	0.58726
Unweighted	2	XGBClassifier	RDKit	High	ROC AUC	0.58274
Unweighted	2	XGBClassifier	RDKit	Average	ROC AUC	0.57871
Weighted	4	XGBClassifier	RDKit	Low	ROC AUC	0.65705
Weighted	4	XGBClassifier	RDKit	High	ROC AUC	0.68553
Weighted	4	XGBClassifier	RDKit	Average	ROC AUC	0.67861
Weighted	4	XGBClassifier	RDKit	Unknown	ROC AUC	0.6456
Unweighted	4	XGBClassifier	RDKit	Low	ROC AUC	0.62888
Unweighted	4	XGBClassifier	RDKit	High	ROC AUC	0.65084
Unweighted	4	XGBClassifier	RDKit	Average	ROC AUC	0.61628
Unweighted	4	XGBClassifier	RDKit	Unknown	ROC AUC	0.63238
Weighted	0	XGBClassifier	MACCS	Unknown	ROC AUC	0.64431
Weighted	0	XGBClassifier	MACCS	Average	ROC AUC	0.6661
Weighted	0	XGBClassifier	MACCS	High	ROC AUC	0.59357
Weighted	0	XGBClassifier	MACCS	Low	ROC AUC	0.64274
Unweighted	0	XGBClassifier	MACCS	Unknown	ROC AUC	0.62475
Unweighted	0	XGBClassifier	MACCS	Average	ROC AUC	0.6588
Unweighted	0	XGBClassifier	MACCS	High	ROC AUC	0.59459
Unweighted	0	XGBClassifier	MACCS	Low	ROC AUC	0.61688
Weighted	1	XGBClassifier	MACCS	High	ROC AUC	0.58582
Weighted	1	XGBClassifier	MACCS	Average	ROC AUC	0.57589
Weighted	1	XGBClassifier	MACCS	Low	ROC AUC	0.5355
Weighted	1	XGBClassifier	MACCS	Unknown	ROC AUC	0.54707
Unweighted	1	XGBClassifier	MACCS	High	ROC AUC	0.55898
Unweighted	1	XGBClassifier	MACCS	Average	ROC AUC	0.54886
Unweighted	1	XGBClassifier	MACCS	Low	ROC AUC	0.55165
Unweighted	1	XGBClassifier	MACCS	Unknown	ROC AUC	0.56126
Weighted	3	XGBClassifier	MACCS	High	ROC AUC	0.59657
Weighted	3	XGBClassifier	MACCS	Average	ROC AUC	0.61842
Weighted	3	XGBClassifier	MACCS	Low	ROC AUC	0.61054
Weighted	3	XGBClassifier	MACCS	Unknown	ROC AUC	0.585
Unweighted	3	XGBClassifier	MACCS	High	ROC AUC	0.56443
Unweighted	3	XGBClassifier	MACCS	Average	ROC AUC	0.57392
Unweighted	3	XGBClassifier	MACCS	Low	ROC AUC	0.56797
Unweighted	3	XGBClassifier	MACCS	Unknown	ROC AUC	0.58004
Weighted	2	XGBClassifier	MACCS	Average	ROC AUC	0.56093
Weighted	2	XGBClassifier	MACCS	Low	ROC AUC	0.5859
Weighted	2	XGBClassifier	MACCS	High	ROC AUC	0.60305
Weighted	2	XGBClassifier	MACCS	Unknown	ROC AUC	0.66301
Unweighted	2	XGBClassifier	MACCS	Average	ROC AUC	0.56088
Unweighted	2	XGBClassifier	MACCS	Low	ROC AUC	0.59103
Unweighted	2	XGBClassifier	MACCS	High	ROC AUC	0.59878
Unweighted	2	XGBClassifier	MACCS	Unknown	ROC AUC	0.6434
Weighted	4	XGBClassifier	MACCS	Low	ROC AUC	0.64867
Weighted	4	XGBClassifier	MACCS	Unknown	ROC AUC	0.61732
Weighted	4	XGBClassifier	MACCS	Average	ROC AUC	0.62916
Weighted	4	XGBClassifier	MACCS	High	ROC AUC	0.61519
Unweighted	4	XGBClassifier	MACCS	Low	ROC AUC	0.63196
Unweighted	4	XGBClassifier	MACCS	Unknown	ROC AUC	0.60957
Unweighted	4	XGBClassifier	MACCS	Average	ROC AUC	0.59072
Unweighted	4	XGBClassifier	MACCS	High	ROC AUC	0.58421
Weighted	1	XGBClassifier	Klek	Unknown	ROC AUC	0.54654
Weighted	1	XGBClassifier	Klek	Low	ROC AUC	0.56184
Weighted	1	XGBClassifier	Klek	High	ROC AUC	0.54924
Weighted	1	XGBClassifier	Klek	Average	ROC AUC	0.54666
Unweighted	1	XGBClassifier	Klek	Unknown	ROC AUC	0.55623
Unweighted	1	XGBClassifier	Klek	Low	ROC AUC	0.56258
Unweighted	1	XGBClassifier	Klek	High	ROC AUC	0.53559
Unweighted	1	XGBClassifier	Klek	Average	ROC AUC	0.52839
Weighted	0	XGBClassifier	Klek	High	ROC AUC	0.60437
Weighted	0	XGBClassifier	Klek	Average	ROC AUC	0.64592
Weighted	0	XGBClassifier	Klek	Low	ROC AUC	0.65213
Weighted	0	XGBClassifier	Klek	Unknown	ROC AUC	0.63897
Unweighted	0	XGBClassifier	Klek	High	ROC AUC	0.60783
Unweighted	0	XGBClassifier	Klek	Average	ROC AUC	0.63852
Unweighted	0	XGBClassifier	Klek	Low	ROC AUC	0.62844
Unweighted	0	XGBClassifier	Klek	Unknown	ROC AUC	0.62715
Weighted	3	XGBClassifier	Klek	High	ROC AUC	0.62406
Weighted	3	XGBClassifier	Klek	Average	ROC AUC	0.61654
Weighted	3	XGBClassifier	Klek	Low	ROC AUC	0.60884
Weighted	3	XGBClassifier	Klek	Unknown	ROC AUC	0.55527
Unweighted	3	XGBClassifier	Klek	High	ROC AUC	0.57199
Unweighted	3	XGBClassifier	Klek	Average	ROC AUC	0.55628
Unweighted	3	XGBClassifier	Klek	Low	ROC AUC	0.54596
Unweighted	3	XGBClassifier	Klek	Unknown	ROC AUC	0.56951
Weighted	2	XGBClassifier	Klek	Low	ROC AUC	0.6668
Weighted	2	XGBClassifier	Klek	Unknown	ROC AUC	0.66231
Weighted	2	XGBClassifier	Klek	Average	ROC AUC	0.63897
Weighted	2	XGBClassifier	Klek	High	ROC AUC	0.67984
Unweighted	2	XGBClassifier	Klek	Low	ROC AUC	0.63862
Unweighted	2	XGBClassifier	Klek	Unknown	ROC AUC	0.63759
Unweighted	2	XGBClassifier	Klek	Average	ROC AUC	0.5732
Unweighted	2	XGBClassifier	Klek	High	ROC AUC	0.65052
Weighted	4	XGBClassifier	Klek	Low	ROC AUC	0.55606
Weighted	4	XGBClassifier	Klek	Average	ROC AUC	0.5584
Weighted	4	XGBClassifier	Klek	Unknown	ROC AUC	0.61768
Weighted	4	XGBClassifier	Klek	High	ROC AUC	0.55514
Unweighted	4	XGBClassifier	Klek	Low	ROC AUC	0.55682
Unweighted	4	XGBClassifier	Klek	Average	ROC AUC	0.52925
Unweighted	4	XGBClassifier	Klek	Unknown	ROC AUC	0.60327
Unweighted	4	XGBClassifier	Klek	High	ROC AUC	0.54625
Weighted	0	XGBClassifier	Morgan	High	ROC AUC	0.55216
Weighted	0	XGBClassifier	Morgan	Low	ROC AUC	0.58957
Weighted	0	XGBClassifier	Morgan	Average	ROC AUC	0.56602
Weighted	0	XGBClassifier	Morgan	Unknown	ROC AUC	0.56004
Unweighted	0	XGBClassifier	Morgan	High	ROC AUC	0.58524
Unweighted	0	XGBClassifier	Morgan	Low	ROC AUC	0.61433
Unweighted	0	XGBClassifier	Morgan	Average	ROC AUC	0.59641
Unweighted	0	XGBClassifier	Morgan	Unknown	ROC AUC	0.57177
Weighted	2	XGBClassifier	Morgan	Average	ROC AUC	0.65016
Weighted	2	XGBClassifier	Morgan	High	ROC AUC	0.65681
Weighted	2	XGBClassifier	Morgan	Low	ROC AUC	0.64396
Weighted	2	XGBClassifier	Morgan	Unknown	ROC AUC	0.67402
Unweighted	2	XGBClassifier	Morgan	Average	ROC AUC	0.61519
Unweighted	2	XGBClassifier	Morgan	High	ROC AUC	0.64093
Unweighted	2	XGBClassifier	Morgan	Low	ROC AUC	0.61875
Unweighted	2	XGBClassifier	Morgan	Unknown	ROC AUC	0.66237
Weighted	1	XGBClassifier	Morgan	Average	ROC AUC	0.53295
Weighted	1	XGBClassifier	Morgan	High	ROC AUC	0.54778
Weighted	1	XGBClassifier	Morgan	Unknown	ROC AUC	0.58792
Weighted	1	XGBClassifier	Morgan	Low	ROC AUC	0.58374
Unweighted	1	XGBClassifier	Morgan	Average	ROC AUC	0.53121
Unweighted	1	XGBClassifier	Morgan	High	ROC AUC	0.57398
Unweighted	1	XGBClassifier	Morgan	Unknown	ROC AUC	0.59054
Unweighted	1	XGBClassifier	Morgan	Low	ROC AUC	0.58872
Weighted	3	XGBClassifier	Morgan	High	ROC AUC	0.58545
Weighted	3	XGBClassifier	Morgan	Low	ROC AUC	0.55699
Weighted	3	XGBClassifier	Morgan	Unknown	ROC AUC	0.59091
Weighted	3	XGBClassifier	Morgan	Average	ROC AUC	0.57164
Unweighted	3	XGBClassifier	Morgan	High	ROC AUC	0.58421
Unweighted	3	XGBClassifier	Morgan	Low	ROC AUC	0.53519
Unweighted	3	XGBClassifier	Morgan	Unknown	ROC AUC	0.59008
Unweighted	3	XGBClassifier	Morgan	Average	ROC AUC	0.55883
Weighted	4	XGBClassifier	Morgan	Low	ROC AUC	0.56552
Weighted	4	XGBClassifier	Morgan	Unknown	ROC AUC	0.61893
Weighted	4	XGBClassifier	Morgan	Average	ROC AUC	0.60393
Weighted	4	XGBClassifier	Morgan	High	ROC AUC	0.57529
Unweighted	4	XGBClassifier	Morgan	Low	ROC AUC	0.54782
Unweighted	4	XGBClassifier	Morgan	Unknown	ROC AUC	0.61144
Unweighted	4	XGBClassifier	Morgan	Average	ROC AUC	0.56902
Unweighted	4	XGBClassifier	Morgan	High	ROC AUC	0.54858
Weighted	0	XGBClassifier	ChemBERTa	Unknown	ROC AUC	0.61373
Weighted	0	XGBClassifier	ChemBERTa	Average	ROC AUC	0.54882
Weighted	0	XGBClassifier	ChemBERTa	High	ROC AUC	0.49232
Weighted	0	XGBClassifier	ChemBERTa	Low	ROC AUC	0.57154
Unweighted	0	XGBClassifier	ChemBERTa	Unknown	ROC AUC	0.59997
Unweighted	0	XGBClassifier	ChemBERTa	Average	ROC AUC	0.53881
Unweighted	0	XGBClassifier	ChemBERTa	High	ROC AUC	0.50278
Unweighted	0	XGBClassifier	ChemBERTa	Low	ROC AUC	0.5675
Weighted	2	XGBClassifier	ChemBERTa	Average	ROC AUC	0.49688
Weighted	2	XGBClassifier	ChemBERTa	Low	ROC AUC	0.50917
Weighted	2	XGBClassifier	ChemBERTa	Unknown	ROC AUC	0.56826
Weighted	2	XGBClassifier	ChemBERTa	High	ROC AUC	0.50676
Unweighted	2	XGBClassifier	ChemBERTa	Average	ROC AUC	0.49737
Unweighted	2	XGBClassifier	ChemBERTa	Low	ROC AUC	0.48944
Unweighted	2	XGBClassifier	ChemBERTa	Unknown	ROC AUC	0.57553
Unweighted	2	XGBClassifier	ChemBERTa	High	ROC AUC	0.49847
Weighted	4	XGBClassifier	ChemBERTa	Unknown	ROC AUC	0.63233
Weighted	4	XGBClassifier	ChemBERTa	Low	ROC AUC	0.61561
Weighted	4	XGBClassifier	ChemBERTa	Average	ROC AUC	0.6183
Weighted	4	XGBClassifier	ChemBERTa	High	ROC AUC	0.62259
Unweighted	4	XGBClassifier	ChemBERTa	Unknown	ROC AUC	0.62614
Unweighted	4	XGBClassifier	ChemBERTa	Low	ROC AUC	0.60901
Unweighted	4	XGBClassifier	ChemBERTa	Average	ROC AUC	0.60305
Unweighted	4	XGBClassifier	ChemBERTa	High	ROC AUC	0.60343
Weighted	3	XGBClassifier	ChemBERTa	Average	ROC AUC	0.50709
Weighted	3	XGBClassifier	ChemBERTa	Unknown	ROC AUC	0.55684
Weighted	3	XGBClassifier	ChemBERTa	Low	ROC AUC	0.54721
Weighted	3	XGBClassifier	ChemBERTa	High	ROC AUC	0.46267
Unweighted	3	XGBClassifier	ChemBERTa	Average	ROC AUC	0.47515
Unweighted	3	XGBClassifier	ChemBERTa	Unknown	ROC AUC	0.54781
Unweighted	3	XGBClassifier	ChemBERTa	Low	ROC AUC	0.52952
Unweighted	3	XGBClassifier	ChemBERTa	High	ROC AUC	0.4684
Weighted	1	XGBClassifier	ChemBERTa	Low	ROC AUC	0.54386
Weighted	1	XGBClassifier	ChemBERTa	High	ROC AUC	0.51675
Weighted	1	XGBClassifier	ChemBERTa	Average	ROC AUC	0.5238
Weighted	1	XGBClassifier	ChemBERTa	Unknown	ROC AUC	0.59599
Unweighted	1	XGBClassifier	ChemBERTa	Low	ROC AUC	0.5516
Unweighted	1	XGBClassifier	ChemBERTa	High	ROC AUC	0.54416
Unweighted	1	XGBClassifier	ChemBERTa	Average	ROC AUC	0.54231
Unweighted	1	XGBClassifier	ChemBERTa	Unknown	ROC AUC	0.57987
Weighted	0	XGBClassifier	CDDD	Low	ROC AUC	0.55193
Weighted	0	XGBClassifier	CDDD	Average	ROC AUC	0.53848
Weighted	0	XGBClassifier	CDDD	High	ROC AUC	0.53105
Weighted	0	XGBClassifier	CDDD	Unknown	ROC AUC	0.62246
Unweighted	0	XGBClassifier	CDDD	Low	ROC AUC	0.55016
Unweighted	0	XGBClassifier	CDDD	Average	ROC AUC	0.55361
Unweighted	0	XGBClassifier	CDDD	High	ROC AUC	0.55813
Unweighted	0	XGBClassifier	CDDD	Unknown	ROC AUC	0.60352
Weighted	1	XGBClassifier	CDDD	Unknown	ROC AUC	0.60037
Weighted	1	XGBClassifier	CDDD	Average	ROC AUC	0.58153
Weighted	1	XGBClassifier	CDDD	Low	ROC AUC	0.58641
Weighted	1	XGBClassifier	CDDD	High	ROC AUC	0.54287
Unweighted	1	XGBClassifier	CDDD	Unknown	ROC AUC	0.59788
Unweighted	1	XGBClassifier	CDDD	Average	ROC AUC	0.57245
Unweighted	1	XGBClassifier	CDDD	Low	ROC AUC	0.58797
Unweighted	1	XGBClassifier	CDDD	High	ROC AUC	0.55628
Weighted	2	XGBClassifier	CDDD	Unknown	ROC AUC	0.66715
Weighted	2	XGBClassifier	CDDD	Average	ROC AUC	0.60297
Weighted	2	XGBClassifier	CDDD	High	ROC AUC	0.61899
Weighted	2	XGBClassifier	CDDD	Low	ROC AUC	0.61295
Unweighted	2	XGBClassifier	CDDD	Unknown	ROC AUC	0.65543
Unweighted	2	XGBClassifier	CDDD	Average	ROC AUC	0.55986
Unweighted	2	XGBClassifier	CDDD	High	ROC AUC	0.57442
Unweighted	2	XGBClassifier	CDDD	Low	ROC AUC	0.59418
Weighted	3	XGBClassifier	CDDD	Unknown	ROC AUC	0.58621
Weighted	3	XGBClassifier	CDDD	Low	ROC AUC	0.63988
Weighted	3	XGBClassifier	CDDD	Average	ROC AUC	0.62559
Weighted	3	XGBClassifier	CDDD	High	ROC AUC	0.63674
Unweighted	3	XGBClassifier	CDDD	Unknown	ROC AUC	0.59319
Unweighted	3	XGBClassifier	CDDD	Low	ROC AUC	0.5765
Unweighted	3	XGBClassifier	CDDD	Average	ROC AUC	0.57009
Unweighted	3	XGBClassifier	CDDD	High	ROC AUC	0.58212
Weighted	4	XGBClassifier	CDDD	Average	ROC AUC	0.6407
