faers_name	active	count
piperacillin/tazobactam (piperacillin na 3gm/tazobactam 0.375gm/50ml	piperacillin : tazobactam	1
piperacillin/tazobactam (piperacillin na 3gm/tazobactam 0.375gm/50ml i	piperacillin : tazobactam	5
piperacillin/tazobactam (piperacillin na 3gm/tazobactam 0.37gm/50ml	piperacillin : tazobactam	1
piperacillin/tazobactam (piperacillin na 3gm/tazobactam 0.75gm/50ml in	piperacillin : tazobactam	1
piperacillin/tazobactam (piperacillin na 3gm/tazobactam na 0.375 gm/vil inj)	piperacillin : tazobactam	1
piperacillin/tazobactam (piperacillin na 3gm/tazobactam na 0.375gm/vil	piperacillin : tazobactam	1
piperacillin/tazobactam (piperacillin na 3gm/tazobactam na 0.37gm/50ml	piperacillin : tazobactam	2
piperacillin/tazobactam (piperacillin na 4gm/tazobactam 0.5gm/100ml, i	piperacillin : tazobactam	1
piperacillin/tazobactam (piperacillin na 4gm/tazobactam 0.5gm/vil inj)	piperacillin : tazobactam	2
piperacillin/tazobactam (piperacillin na 4gm/tazobactam na 0.5gm/100ml	piperacillin : tazobactam	1
piperacillin/tazobactam (piperacillin na 4gm/tazobactam na 0.5gm/vil inj)	piperacillin : tazobactam	2
piperacillin/tazobactam (piperacillin sodium , tazobactam sodium)	piperacillin : tazobactam	1
piperacillin/tazobactam (piperacillin sodium, tazobactam sodium)	piperacillin : tazobactam	3
piperacillin/tazobactam (piperacillin w/tazobactam)	piperacillin : tazobactam	1
piperacillin/tazobactam (piperacillin w/tazobactam) (piperacillin w/tazobactam)	piperacillin : tazobactam	1
piperacillin/tazobactam (piperacillin/tazobactam)	piperacillin : tazobactam	1
piperacillin/tazobactam (zosyn)	piperacillin : tazobactam	1
piperacillin/tazobactam /pip/tazo)	piperacillin : tazobactam	1
piperacillin/tazobactam 13.5 g	piperacillin : tazobactam	1
piperacillin/tazobactam 2 g/0.25 g	piperacillin : tazobactam	3
piperacillin/tazobactam 2 g/0.25 g powder for solution for infusion	piperacillin : tazobactam	1
piperacillin/tazobactam 2.25g q6h	piperacillin : tazobactam	1
piperacillin/tazobactam 3.375	piperacillin : tazobactam	4
piperacillin/tazobactam 3.375 gm ivpb	piperacillin : tazobactam	1
piperacillin/tazobactam 3.375g hospira	piperacillin : tazobactam	1
piperacillin/tazobactam 3.375g iv	piperacillin : tazobactam	1
piperacillin/tazobactam 3.375g q8h	piperacillin : tazobactam	1
piperacillin/tazobactam 4 g / 0.5 g powder for solution for infusion	piperacillin : tazobactam	1
piperacillin/tazobactam 4 g and 0.5 g powder for solution for infusion	piperacillin : tazobactam	1
piperacillin/tazobactam 4 g/0,5 g	piperacillin : tazobactam	1
piperacillin/tazobactam 4,5	piperacillin : tazobactam	1
piperacillin/tazobactam 4,5 g	piperacillin : tazobactam	2
piperacillin/tazobactam 40.5g app	piperacillin : tazobactam	1
piperacillin/tazobactam 40.5gm vial	piperacillin : tazobactam	1
piperacillin/tazobactam 4g / 0.5g (manufacturer unknown)	piperacillin : tazobactam	1
piperacillin/tazobactam [piperacillin na 12gm/tazobactam na 1.5gm/vil	piperacillin : tazobactam	1
piperacillin/tazobactam ^sandoz^	piperacillin : tazobactam	4
piperacillin/tazobactam ^stragen^	piperacillin : tazobactam	1
piperacillin/tazobactam for injection	piperacillin : tazobactam	1
piperacillin/tazobactam fre. kabi	piperacillin : tazobactam	7
piperacillin/tazobactam hexal	piperacillin : tazobactam	2
piperacillin/tazobactam hospira	piperacillin : tazobactam	2
piperacillin/tazobactam ibigen	piperacillin : tazobactam	1
piperacillin/tazobactam kabi	piperacillin : tazobactam	11
piperacillin/tazobactam kabi       /01173601/	piperacillin : tazobactam	2
piperacillin/tazobactam kabi /01173601/	piperacillin : tazobactam	2
piperacillin/tazobactam kabi [piperacillin sodium;tazobactam sodium]	piperacillin : tazobactam	1
piperacillin/tazobactam panpharma	piperacillin : tazobactam	29
piperacillin/tazobactam powder for solution for injection/infusion4.5g	piperacillin : tazobactam	2
piperacillin/tazobactam sandoz	piperacillin : tazobactam	24
piperacillin/tazobactam sodium	piperacillin : tazobactam	12
piperacillin/tazobactam stragen	piperacillin : tazobactam	24
piperacillin/tazobactam teva	piperacillin : tazobactam	1
piperacillin/tazobactam(pip/tazo)	piperacillin : tazobactam	1
piperacillin/tazobactam)	piperacillin : tazobactam	1
piperacillin/tazobactam, 3.375 g	piperacillin : tazobactam	1
piperacillin/tazobactam, 3.375mg	piperacillin : tazobactam	1
piperacillin/tazobactam, 4.5 gram	piperacillin : tazobactam	1
piperacillin/tazobactam-actavis 4g/0,5g	piperacillin : tazobactam	1
piperacillin/tazobactam/dextrose	d-glucose : piperacillin : tazobactam	3
piperacillin/tazobactam4.5g powder for solutionfor injection/infusion	piperacillin : tazobactam	2
piperacillin/tazobactan	piperacillin : tazobactam	2
piperacillin/tazobactim	piperacillin : tazobactam	4
piperacillin/tazobactum	piperacillin : tazobactam	23
piperacillin/tazobactum (tazocin)	piperacillin : tazobactam	1
piperacillin/tazobactum mylan	piperacillin : tazobactam	3
piperacillin/tazobaktam	piperacillin : tazobactam	1
piperacillin/tazobctam	piperacillin : tazobactam	1
piperacillin/tozobactam	piperacillin : tazobactam	1
piperacillin; tazobactam	piperacillin : tazobactam	1
piperacillin;sulbactam	piperacillin : sulbactam	7
piperacillin?taxob	piperacillin : tazobactam	1
piperacillin?tazo	piperacillin : tazobactam	1
piperacillin?tazobactam	piperacillin : tazobactam	7
piperacillin?tazobactam (zosyn) 3.375 gram/50 ml	piperacillin : tazobactam	1
piperacillin?tazobactam ivpb	piperacillin : tazobactam	1
piperacillin?tazobactan	piperacillin : tazobactam	1
piperacillin?tazobactum	piperacillin : tazobactam	2
piperacillin\\sulbactam	piperacillin : sulbactam	16
piperacillin\\tazobactam	piperacillin : tazobactam	7
piperacillina	piperacillin	6
piperacillina + tazobactam	piperacillin : tazobactam	1
piperacillina + tazobactam?kabi	piperacillin : tazobactam	1
piperacillina /tazobactam (pip/tazo)	piperacillin : tazobactam	1
piperacillina e tazobactam	piperacillin : tazobactam	1
piperacillina e tazobactam aurobindo	piperacillin : tazobactam	1
piperacillina e tazobactam ibigen	piperacillin : tazobactam	2
piperacillina e tazobactam kabi	piperacillin : tazobactam	11
piperacillina e tazobactam mylan generics	piperacillin : tazobactam	18
piperacillina e tazobactam sandoz	piperacillin : tazobactam	2
piperacillina e tazobactam teva	piperacillin : tazobactam	2
piperacillina sodica e tazobactam sodico	piperacillin : tazobactam	1
piperacillina sodica/tazobactam sodico	piperacillin : tazobactam	7
piperacillina tazobactam ibigen	piperacillin : tazobactam	1
piperacillina+tazobactam	piperacillin : tazobactam	2
piperacillina+tazobactan	piperacillin : tazobactam	1
piperacillina-tazobactam	piperacillin : tazobactam	2
piperacillina-tazobactam?	piperacillin : tazobactam	1
piperacillina/tazoba	piperacillin : tazobactam	1
piperacillina/tazobactam	piperacillin : tazobactam	97
piperacillina/tazobactam (piperacillin sodium, tazobactam sodium)	piperacillin : tazobactam	1
piperacillina/tazobactamaurobindo4/0.5gpowderforsolutionforinjection	piperacillin : tazobactam	2
piperacilline	piperacillin	140
piperacilline                      /00502401/	piperacillin	34
piperacilline                      /00502402/	piperacillin	6
piperacilline (piperacillin sodium)	piperacillin	2
piperacilline + tazobactam	piperacillin : tazobactam	26
piperacilline + tazobactum	piperacillin : tazobactam	1
piperacilline / tazobactam	piperacillin : tazobactam	97
piperacilline / tazobactam  mylan	piperacillin : tazobactam	1
piperacilline / tazobactam mylan	piperacillin : tazobactam	185
piperacilline / tazobactam sandoz	piperacillin : tazobactam	2
piperacilline /00502401/	piperacillin	1
piperacilline /00502402/	piperacillin	1
piperacilline /tazobactam	piperacillin : tazobactam	5
piperacilline [piperacillin sodium]	piperacillin	6
piperacilline [piperacillin]	piperacillin	25
piperacilline and tazobactam	piperacillin : tazobactam	1
piperacilline panpharma	piperacillin	39
piperacilline plus tazobactam	piperacillin : tazobactam	1
piperacilline sodique	piperacillin	27
piperacilline sodium/tazobactam	piperacillin : tazobactam	2
piperacilline tazobactam	piperacillin : tazobactam	39
piperacilline tazobactam 4 g/500 mg	piperacillin : tazobactam	2
piperacilline tazobactam kabi	piperacillin : tazobactam	13
piperacilline tazobactam mylan	piperacillin : tazobactam	93
piperacilline tazobactam mylan 4 g/500 mg	piperacillin : tazobactam	1
piperacilline tazobactam mylan 4g/ 500 mg	piperacillin : tazobactam	2
piperacilline tazobactam panpharma	piperacillin : tazobactam	1
piperacilline tazobactram	piperacillin : tazobactam	1
piperacilline+tazobactam	piperacillin : tazobactam	1
piperacilline, tazobactam	piperacillin : tazobactam	14
piperacilline/taxo	piperacillin : tazobactam	1
piperacilline/tazobac	piperacillin : tazobactam	2
piperacilline/tazobactam	piperacillin : tazobactam	16
piperacilline/tazobactam 4.5 g	piperacillin : tazobactam	1
piperacilline/tazobactam 400/500mg	piperacillin : tazobactam	1
piperacilline/tazobactam bipharma	piperacillin : tazobactam	2
piperacilline/tazobactam kabi	piperacillin : tazobactam	1
piperacilline/tazobactam mylan	piperacillin : tazobactam	2
piperacilline/tazobactam mylan 4 g/500 mg	piperacillin : tazobactam	2
piperacilline/tazobactam mylan nos	piperacillin : tazobactam	1
piperacilline/tazobactam panpharma	piperacillin : tazobactam	3
piperacilline/tazobactam teva	piperacillin : tazobactam	2
piperacilline/tazobacton	piperacillin : tazobactam	1
piperacilling/tazobactam	piperacillin : tazobactam	1
piperacillinltazobactam	piperacillin : tazobactam	1
piperacillinsodium and tazobactamsodium	piperacillin : tazobactam	1
piperacillinsodium+tazobactamsodium	piperacillin : tazobactam	9
piperacillinsodium/tazobactamsodium	piperacillin : tazobactam	1
piperacillintazobactam	piperacillin : tazobactam	3
piperacillintazobactam orpha	piperacillin : tazobactam	10
piperacillinum natricum	piperacillin	26
piperacillinum, tazobactamum	piperacillin : tazobactam	1
piperacillinw/tazobactam /01606301/	piperacillin : tazobactam	6
piperacillion-tazobactam	piperacillin : tazobactam	1
piperacilllin?tazobactam	piperacillin : tazobactam	1
piperacollin/tazobactam	piperacillin : tazobactam	1
piperacyclin/tazobactam	piperacillin : tazobactam	1
piperacylin/tazobac	piperacillin : tazobactam	1
piperallin tazobactum	piperacillin : tazobactam	1
piperaquine phosphate	primaquine	1
piperaquine phosphate.	primaquine	1
piperasillin/tazobaktam	piperacillin : tazobactam	1
piperazillin tazobactam	piperacillin : tazobactam	2
piperazillin-tazobactam	piperacillin : tazobactam	2
piperazillin/tazobactan	piperacillin : tazobactam	2
piperazine	piperazine	44
piperazine bisferulate	piperazine	10
piperazine ferulat	piperazine	20
piperazine ferulate	piperazine	16
pipercill-tazobactam	piperacillin : tazobactam	1
pipercillian-tazobactam	piperacillin : tazobactam	1
pipercillian?tazobactam	piperacillin : tazobactam	1
pipercillin	piperacillin	1
pipercillin-tazobactam	piperacillin : tazobactam	10
pipercillin-trazobactum	piperacillin : tazobactam	2
pipercillin./taxobactam	piperacillin : tazobactam	1
pipercillin/tazobactam	piperacillin : tazobactam	12
pipercillin/tazobactem	piperacillin : tazobactam	1
pipercillin/tazobactum	piperacillin : tazobactam	1
pipercillin?trazobactum	piperacillin : tazobactam	1
pipercillin\\tazobactam	piperacillin : tazobactam	3
pipericillin	piperacillin	2
pipericillin- tazobactim	piperacillin : tazobactam	1
pipericillin/tazobactam	piperacillin : tazobactam	1
piperilline	piperacillin	1
piperlacillin/tazobactam	piperacillin : tazobactam	1
pipertaz sandoz	piperacillin : tazobactam	2
pipertazo	piperacillin : tazobactam	4
pipetazo	piperacillin : tazobactam	1
pipieracillin /tazobactam	piperacillin : tazobactam	1
pipitaz	piperacillin : tazobactam	7
pipitor	atorvastatin	1
pipobroman	pipobroman	40
piportil	pipotiazine	14
piportil                           /00337501/	pipotiazine	6
piportil                           /00337503/	pipotiazine	5
piportil /00337501/	pipotiazine	3
piportil /00337503/	pipotiazine	1
piportil 10 mg, comprime pellicule secable	bisoprolol	2
piportil depot	pipotiazine	10
pipothiazine	pipotiazine	7
pipotiazine	pipotiazine	27
pipperaciline/tazobactam	piperacillin : tazobactam	1
pipperacilline/tazobact	piperacillin : tazobactam	2
pippercillin	piperacillin	1
pipram	pipemidic acid	5
pipreacillin/tazobactum	piperacillin : tazobactam	1
pipril	piperacillin	13
piprinhydrinate	piprinhydrinate	37
piprozolin	piprozolin	1
piptaz	piperacillin : tazobactam	7
piptazo	piperacillin : tazobactam	15
piptazone	piperacillin : tazobactam	14
pipto bismol	bismuth subsalicylate	1
piqray	alpelisib	9624
piqray 300	alpelisib	1
pir0xicam	piroxicam	1
piracetam	piracetam	927
piracetam (piracetam (piracetam)	piracetam	1
piracetam (piracetam eg)	piracetam	1
piracetam (piracetam)	piracetam	2
piracetam (piracetam) (piracetam)	piracetam	1
piracetam ^ratiopharm^	piracetam	11
piracetam al	piracetam	1
piracetam al 800	piracetam	1
piracetam and sodium chloride injection	levetiracetam	1
piracetam eg	piracetam	1
piracetam eg (piracetam)	piracetam	1
piracetam for injection	piracetam	3
piracetam ratiopharm	piracetam	8
piracetamum	piracetam	9
piradol	acetaminophen	1
piraldina	pyrazinamide	44
piramax                            /00337701/	naproxen	1
piramidon	aminophenazone	2
piramidone	aminophenazone	3
piramil	ramipril	121
piramil 2.5	ramipril	1
piramil h	ramipril	5
piramil hl	ramipril	2
pirapex	pramipexole	2
pirarubicin	pirarubicin	796
pirarubicin  hydrochloride	pirarubicin	1
pirarubicin (pirarubicin) (pira-rubicin)	pirarubicin	1
pirarubicin (pirarubicin) (pirarubicin)	pirarubicin	2
pirarubicin /00963102/	pirarubicin	1
pirarubicin hcl	pirarubicin	4
pirarubicin hydrochloride	pirarubicin	1188
pirarubicin hydrochloride for injection	doxorubicin	1
pirarubicin/pirarubicin hydrochloride	idarubicin	1
pirarubicine	pirarubicin	4
pirazetam	piracetam	3
pirazinamid	pyrazinamide	3
pirazinamida	pyrazinamide	27
pirazinamida (2152a)	pyrazinamide	2
pirazinamide	pyrazinamide	8
pirazinamidum	pyrazinamide	2
pirazol	lansoprazole	1
pirazolone	pyrazolone	1
pirbuterol	pirbuterol	10
pirbuterol acetate	acetate : pirbuterol	28
pirbuterol hydrochloride	salbutamol	1
pirenoxine	pirenoxine	239
pirenzepin	pirenzepine	23
pirenzepine	pirenzepine	381
pirenzepine                        /00513202/	pirenzepine	1
pirenzepine (ipirenzepine dihydrochloride)	pirenzepine	1
pirenzepine (pirezepine dihydrochloride)	pirenzepine	2
pirenzepine dihydrochloride	dibenzepin	3
pirenzepine hcl	pirenzepine	6
pirenzepine hydrochloride	dibenzepin	7
pirenzepine hydrochloride hydrate	paroxetine	1
pirenzepine/pirenzepine dihydrochloride	pirenzepine	10
pirespa	pirfenidone	128
pirespa (pifenidone)	pirfenidone	1
pirespa (pirfenidone)	pirfenidone	33
pirespa(pirfenidone)	pirfenidone	1
pirespa600	pirfenidone	1
piretanid	piretanide	13
piretanide	piretanide	54
piretanide (+) ramipril	piretanide : ramipril	1
piretanide/ramipril	piretanide : ramipril	1
piretanide\\ramipril	piretanide : ramipril	4
pireteze allergy	cetirizine	1
pirfenidon	pirfenidone	4
pirfenidona	pirfenidone	13
pirfenidona (8299a)	pirfenidone	5
pirfenidone	pirfenidone	2255
pirfenidone.	pirfenidone	1023
pirfenisone	pirfenidone	3
piribedil	piribedil	157
piribedil mesilate	piribedil	2
piribedil mesylate	piribedil	1
piribidil	piribedil	1
piridon	domperidone	1
piridostigmina	pyridostigmine	9
piridostigmine	pyridostigmine	2
piridoxin	pyridoxine	1
piridoxina	pyridoxine	20
piridoxina                         /00058901/	pyridoxine	3
piridoxina /00058901/	pyridoxine	1
piridoxina [pyridoxine]	pyridoxine	5
piridoxine	pyridoxine	10
piridoxine hcl	pyridoxine	1
pirilene	pyrazinamide	237
pirimethamine	pyrimethamine	2
pirimidone	primidone	1
pirinitramide	piritramide	2
piriteze allergy	cetirizine	14
piritinol	pyritinol	16
pirition	chlorpheniramine	2
piriton	chlorpheniramine	1263
piriton (chlorphenamine maleate)	chlorpheniramine	12
piriton (chlorpheniramine maleate)	chlorpheniramine	1
piriton (chlorphenlaramine maleate)	chlorpheniramine	1
piriton cs	chlorpheniramine	4
piriton duolets (chlophenamine maleate)	chlorpheniramine	1
piriton tablets	iron	1
piriton-cs	chlorpheniramine	1
piritramid	piritramide	26
piritramid hameln	piritramide	14
piritramida	piritramide	6
piritramide	piritramide	635
piritramide, unknown	piritramide	2
piritramide/piritramide hydrogentartrate	piritramide	5
piritramidum	piritramide	1
piritramin	piritramide	1
piritron	chlorpheniramine	1
piriva handihaler	tiotropium	1
pirmenol	pirmenol	2
pirmenol hydrochloride	pyritinol	1
piroan	dipyridamole	3
pirobeta	spironolactone	3
pirocam	piroxicam	6
piroctone olamine\\salicylic acid	ethanolamine : piroctone : salicylic acid	3
piroftal	piroxicam	2
piroheptine hydrochloride	paroxetine	1
pirolacton	spironolactone	28
pirolacton (spironolactone) tablet	spironolactone	2
pirolacton (sprionloctone) (tablet)	spironolactone	1
pirolactone	spironolactone	1
pirolam	piroxicam	3
pirosinide		2
pirosint	levothyroxine	1
piroxam	piroxicam	3
piroxan	dipyridamole	1
piroxene	piroxicam	1
piroxetine	paroxetine	1
piroxicalm	piroxicam	1
piroxicam	piroxicam	2203
piroxicam                          /00500403/	piroxicam	4
piroxicam (piroxicam)	piroxicam	18
piroxicam (unknown)	piroxicam	13
piroxicam 0.5%	piroxicam	1
piroxicam 10	piroxicam	1
piroxicam 20	piroxicam	3
piroxicam acis	piroxicam	2
piroxicam betadex	betadex : piroxicam	74
piroxicam biogaran	piroxicam	1
piroxicam capsule	piroxicam	1
piroxicam capsule 20mg	piroxicam	1
piroxicam capsules usp, 10 mg	piroxicam	1
piroxicam mylan	meloxicam	3
piroxicam(piroxicam)	piroxicam	1
piroxicam.	piroxicam	3187
piroxicam;prednisone	piroxicam : prednisone	2
piroxican	piroxicam	1
piroxican reig	piroxicam	1
