faers_name	active	count
pinorubin /00963101/	pirarubicin	1
pinorubin /00963102/	pirarubicin	1
pinox                              /00001101/	lercanidipine	1
pinox (lercanidipine hydrochloride)	lercanidipine	1
pinox [lercanidipine hydrochloride]	lercanidipine	1
pinsaun	amitriptyline	3
pinus palustris		4
pinus pinaster		4
pio [pioglitazone hydrochloride]	pioglitazone	1
pioclitazone hcl	pioglitazone	1
pioflitazone	pioglitazone	1
piogiltazone	pioglitazone	1
piogitazone	pioglitazone	1
pioglatazon	pioglitazone	1
pioglatazone	pioglitazone	1
piogli	pioglitazone	4
piogliatizon hcl	pioglitazone	1
piogliatzone hcl	pioglitazone	1
piogliazone	pioglitazone	1
pioglilazone	pioglitazone	1
pioglipazone	pioglitazone	1
pioglit	pioglitazone	21
pioglitadone	pioglitazone	1
pioglitaone	pioglitazone	2
pioglitaone (pioglitazone hcl 45mg tab)	pioglitazone	2
pioglitasone	pioglitazone	3
pioglitavone	pioglitazone	2
pioglitazaone	pioglitazone	1
pioglitazine	pioglitazone	1
pioglitazolne	pioglitazone	1
pioglitazon	pioglitazone	37
pioglitazon aurobindo tablets 15mg	pioglitazone	1
pioglitazon hexal	pioglitazone	1
pioglitazon pliva	pioglitazone	3
pioglitazon teva	pioglitazone	1
pioglitazona	pioglitazone	14
pioglitazona (1217a)	pioglitazone	2
pioglitazona [pioglitazone hydrochloride]	pioglitazone	1
pioglitazona [pioglitazone]	pioglitazone	2
pioglitazonde	pioglitazone	1
pioglitazone	pioglitazone	3126
pioglitazone                       /01460202/	pioglitazone	70
pioglitazone  30mg	pioglitazone	1
pioglitazone  metformin	metformin : pioglitazone	1
pioglitazone ( pioglitazone)	pioglitazone	3
pioglitazone (actos)	pioglitazone	4
pioglitazone (pioglitazone hcl 15mg tab)	pioglitazone	5
pioglitazone (pioglitazone hcl 30mg tab)	pioglitazone	8
pioglitazone (pioglitazone hcl 45mg tab)	pioglitazone	2
pioglitazone (pioglitazone hydrochloride)	pioglitazone	3
pioglitazone (pioglitazone hydrochloride)(tablets)	pioglitazone	5
pioglitazone (pioglitazone)	pioglitazone	52
pioglitazone (pioglitazone) (pioglitazone)	pioglitazone	1
pioglitazone (unknown)	pioglitazone	69
pioglitazone 15 mg	pioglitazone	3
pioglitazone 15 mg tablets	pioglitazone	1
pioglitazone 15mg	pioglitazone	7
pioglitazone 15mg tablet	pioglitazone	2
pioglitazone 15mg tablets	pioglitazone	1
pioglitazone 30 mg	pioglitazone	5
pioglitazone 30 mg tablet	pioglitazone	2
pioglitazone 30mg	pioglitazone	18
pioglitazone 30mg tablet	pioglitazone	1
pioglitazone 30mg tablets	pioglitazone	1
pioglitazone 45 mg	pioglitazone	3
pioglitazone 45mg	pioglitazone	3
pioglitazone 45mg (pioglitazone) unknown, 45mg	pioglitazone	4
pioglitazone 45mg by mouth daily	pioglitazone	1
pioglitazone [pioglitazone hydrochloride]	pioglitazone	16
pioglitazone accord	pioglitazone	12
pioglitazone and glimepiride	glimepiride : pioglitazone	16
pioglitazone and metformin	metformin : pioglitazone	80
pioglitazone and metformin hcl	metformin : pioglitazone	2
pioglitazone aurobindo tablets 15 mg	pioglitazone	3
pioglitazone cloridrato/metformina cloridrato	metformin : pioglitazone	1
pioglitazone ga	pioglitazone	1
pioglitazone glimepride	glimepiride : pioglitazone	1
pioglitazone hc	pioglitazone	1
pioglitazone hci	pioglitazone	3
pioglitazone hcl	pioglitazone	643
pioglitazone hcl + metformin hcl	metformin : pioglitazone	4
pioglitazone hcl + metformin hl	metformin : pioglitazone	1
pioglitazone hcl - metformin hcl	metformin : pioglitazone	1
pioglitazone hcl 30 mg	pioglitazone	1
pioglitazone hcl 30 mg tab/generic for actos 30 mg tablet	pioglitazone	1
pioglitazone hcl 30mg tab/generic for actos 30mg tablet	pioglitazone	1
pioglitazone hcl and metformin hcl	metformin : pioglitazone	10
pioglitazone hcl, 30 mg mylan klk/cpa/wld	pioglitazone	1
pioglitazone hcl- gliperamide (duetact)	glimepiride : pioglitazone	1
pioglitazone hydrochlorid	pioglitazone	2
pioglitazone hydrochloride	pioglitazone	460
pioglitazone hydrochloride (ioglitazone hydrochloride) unknown	pioglitazone	1
pioglitazone hydrochloride (pioglitazone hydrochloride)	pioglitazone	13
pioglitazone hydrochloride and metformin hydr	metformin : pioglitazone	1
pioglitazone hydrochloride and metformin hydrochloride	metformin : pioglitazone	12
pioglitazone hydrochloride code not broken (pioglitazone hydrochloride)	pioglitazone	3
pioglitazone hydrochloride.	pioglitazone	539
pioglitazone metformin	metformin : pioglitazone	3
pioglitazone mfg accord	pioglitazone	1
pioglitazone mylan	rosiglitazone	6
pioglitazone od	pioglitazone	5
pioglitazone pliva	pioglitazone	1
pioglitazone po	pioglitazone	1
pioglitazone sandoz	pioglitazone	10
pioglitazone tab	pioglitazone	1
pioglitazone tab 15mg	pioglitazone	1
pioglitazone tab 30 mg	pioglitazone	1
pioglitazone tab 30mg	pioglitazone	1
pioglitazone tab 45 mg	pioglitazone	1
pioglitazone tab 45mg	pioglitazone	1
pioglitazone tablet	pioglitazone	4
pioglitazone tablet 15mg	pioglitazone	1
pioglitazone tablets	pioglitazone	7
pioglitazone tablets usp	pioglitazone	8
pioglitazone tablets usp 15 mg	pioglitazone	1
pioglitazone tablets usp 30 mg	pioglitazone	3
pioglitazone tablets usp 45 mg	pioglitazone	1
pioglitazone tablets, usp	pioglitazone	15
pioglitazone tabs 15mg	pioglitazone	1
pioglitazone teva pharma 45 mg tablett	pioglitazone	2
pioglitazone with glimepiride	glimepiride : pioglitazone	1
pioglitazone(actos)	pioglitazone	2
pioglitazone(pioglitazone)	pioglitazone	3
pioglitazone)	pioglitazone	1
pioglitazone+glimepiride	glimepiride : pioglitazone	1
pioglitazone+metformin	metformin : pioglitazone	1
pioglitazone, glimepiride	glimepiride : pioglitazone	24
pioglitazone, metformin	metformin : pioglitazone	27
pioglitazone- metformin	metformin : pioglitazone	1
pioglitazone-glimepiride	glimepiride : pioglitazone	3
pioglitazone-glimepride	glimepiride : pioglitazone	2
pioglitazone-metformin	metformin : pioglitazone	13
pioglitazone.	pioglitazone	5362
pioglitazone/ glimepiride(pioglitazone, glimepiride) (pioglitazone, glimepiride)	glimepiride : pioglitazone	1
pioglitazone/glimepiride	glimepiride : pioglitazone	4
pioglitazone/glimepridine (glimepiride and pioglitazone)	glimepiride : pioglitazone	1
pioglitazone/glimiperide	glimepiride : pioglitazone	1
pioglitazone/metformin	metformin : pioglitazone	12
pioglitazone/pioglitazone hydrochloride	pioglitazone	130
pioglitazone?metformin	metformin : pioglitazone	2
pioglitazone?metformin 15?500mg	metformin : pioglitazone	1
pioglitgazone	pioglitazone	1
pioglitiazone	pioglitazone	2
pioglitizone	pioglitazone	14
pioglitozone	pioglitazone	1
pioglitzon	pioglitazone	1
pioglitzone	pioglitazone	1
pioglitzsone	pioglitazone	1
piogliyazone	pioglitazone	1
pioglizatone	pioglitazone	1
pioglytazone	pioglitazone	1
piogtan	pioglitazone	4
piohlitazone	pioglitazone	1
piolgitazone accord	pioglitazone	1
piolitazone	pioglitazone	2
piolitazone hcl	pioglitazone	1
piorglitazone	pioglitazone	1
piozer		2
pip / tazo	piperacillin : tazobactam	2
pip-tazo	piperacillin : tazobactam	17
pip/ tazo	piperacillin : tazobactam	1
pip/taz	piperacillin : tazobactam	3
pip/taza	piperacillin : tazobactam	1
pip/tazo	piperacillin : tazobactam	32
pip/tazo 3.375 gm iv q8hr	piperacillin : tazobactam	1
pip/tazo 3.375g iv q8h	piperacillin : tazobactam	2
pip/tazo 4.5g iv q8h then q12h	piperacillin : tazobactam	1
pip?tazo	piperacillin : tazobactam	4
pipameprone	pipamperone	1
pipamerone	pipamperone	4
pipamperon	pipamperone	801
pipamperon (pipamperone hydrochloride)	pipamperone	1
pipamperon 1 a pharma	pipamperone	13
pipamperon 1a pharma	pipamperone	1
pipamperon 40 1a-pharma	pipamperone	1
pipamperon hexal	pipamperone	5
pipamperon hexal 40	pipamperone	1
pipamperon neuraxpharm 40 mg	pipamperone	1
pipamperon saft 20mg/5ml	pipamperone	1
pipamperon sandoz	pipamperone	1
pipamperon-meuraxpharm 4mg/ml	pipamperone	4
pipamperon-neuraxpharm 4mg/ml	pipamperone	3
pipamperon-neuraxpharm saft (20 mg / 5 ml l?sung zum einnehmen)	pipamperone	1
pipamperona	pipamperone	2
pipamperone	pipamperone	1437
pipamperone base	pipamperone	1
pipamperone dihydrochloride	pipamperone	1
pipamperone hydrochloride	pipamperone	261
pipamperone sandoz	pipamperone	1
pipamperone/pipamperone hydrochloride	pipamperone	26
pipazetate hydrochloride	pipazethate	1
pipecuronium	pipecuronium	14
pipecuronium (pipecuronium) (pipcuronium)	pipecuronium	1
pipecuronium bromide.	pipecuronium	16
pipenzolate bromide.	mepenzolate	1
piper		1
piper betle leaf		1
piper/tazo	piperacillin : tazobactam	1
piper?tazo	piperacillin : tazobactam	1
piperaccillin/tazobactam	piperacillin : tazobactam	1
piperacelli/tazobactam	piperacillin : tazobactam	1
piperacil-tazobact	piperacillin : tazobactam	1
piperacil-tazobact 3.375 gm	piperacillin : tazobactam	1
piperacil/tazobactam	piperacillin : tazobactam	1
piperaciliin-tazobactam	piperacillin : tazobactam	1
piperacilin	piperacillin	14
piperacilin tazo	piperacillin : tazobactam	1
piperacilin tazobactam sala	piperacillin : tazobactam	1
piperacilin,tazobactam	piperacillin : tazobactam	1
piperacilin-tazobactam	piperacillin : tazobactam	9
piperacilin-tazobactam 3.375 g	piperacillin : tazobactam	1
piperacilin/tazobac	piperacillin : tazobactam	6
piperacilin/tazobactam	piperacillin : tazobactam	412
piperacilin/tazobactam (pip/tazo)	piperacillin : tazobactam	1
piperacilin/tazobactam teva	piperacillin : tazobactam	1
piperacilin/tazobaktam	piperacillin : tazobactam	2
piperacilin/tazobaktam mylan	piperacillin : tazobactam	35
piperacilin/tazobaktam mylan 4g/500 mg	piperacillin : tazobactam	1
piperacilin;tazobactam	piperacillin : tazobactam	1
piperacilin?tazobactam	piperacillin : tazobactam	1
piperacilina	piperacillin	22
piperacilina (42a)	piperacillin	1
piperacilina + tazobactam	piperacillin : tazobactam	178
piperacilina + tazobactam kabi	piperacillin : tazobactam	1
piperacilina + tazobactam sandoz	piperacillin : tazobactam	9
piperacilina + tazobactum	piperacillin : tazobactam	2
piperacilina - tazobactam	piperacillin : tazobactam	6
piperacilina 4g + tazobactam 0.5g	piperacillin : tazobactam	1
piperacilina ? tazobactam	piperacillin : tazobactam	1
piperacilina and tazobactam	piperacillin : tazobactam	1
piperacilina plus tazobactam	piperacillin : tazobactam	2
piperacilina tazobactam	piperacillin : tazobactam	7
piperacilina tazobactam 4/0.5 g polvo para solucion inyectable efg, 1	piperacillin : tazobactam	1
piperacilina tazobactam 4/0.5 g polvo para solucion inyectable efg,...	piperacillin : tazobactam	1
piperacilina tazobactam 4g/0,5g	piperacillin : tazobactam	1
piperacilina tazobactam sala	piperacillin : tazobactam	1
piperacilina y tazobactam	piperacillin : tazobactam	2
piperacilina y tazobactam (pip/tazo)	piperacillin : tazobactam	1
piperacilina+tazobactam	piperacillin : tazobactam	22
piperacilina, tazobactam	piperacillin : tazobactam	1
piperacilina/tazobactam	piperacillin : tazobactam	8
piperacilina/tazobactam actavis	piperacillin : tazobactam	2
piperacilina/tazobactam powder for solution for injection or infusion	piperacillin : tazobactam	1
piperacilina/tazobactam sandoz	piperacillin : tazobactam	4
piperacilina/tazobactam teva	piperacillin : tazobactam	3
piperacilina/tozabactum (piperacilina/tozabactum) (piperacilina/ tozabactum)	piperacillin : tazobactam	1
piperacilina?tazobactam	piperacillin : tazobactam	2
piperaciline tazobactam	piperacillin : tazobactam	1
piperaciline tazobactam kabi	piperacillin : tazobactam	1
piperaciline-tazobactam	piperacillin : tazobactam	3
piperaciline/tazobactam	piperacillin : tazobactam	2
piperaciline?tazobactam	piperacillin : tazobactam	3
piperacill-taz (zosyn)	piperacillin : tazobactam	3
piperacill/tazobactam	piperacillin : tazobactam	1
piperacillian? tazobactum	piperacillin : tazobactam	1
piperacilliin-tazobactam	piperacillin : tazobactam	2
piperacillim/tazobactam (piperacillin na gm/tazobactam na 4.5gm	piperacillin : tazobactam	1
piperacillin	piperacillin	1396
piperacillin                       /00502402/	piperacillin	7
piperacillin  +  tazobactam)	piperacillin : tazobactam	1
piperacillin  sodium/tozabactam sodium	piperacillin : tazobactam	1
piperacillin & tazobactam	piperacillin : tazobactam	15
piperacillin (+) tazobactam	piperacillin : tazobactam	3
piperacillin (manufacturer unknown)	benzylpenicillin	3
piperacillin (piperacillin sodium)	piperacillin	1
piperacillin (piperacillin)	piperacillin	5
piperacillin (tazocin)	piperacillin : tazobactam	1
piperacillin + tazobactam	piperacillin : tazobactam	62
piperacillin + tazobactam (ngx)	piperacillin : tazobactam	2
piperacillin + tazobactam (pip/tazo)	piperacillin : tazobactam	1
piperacillin + tazobactam (piperacillin + tazobactam)	piperacillin : tazobactam	1
piperacillin + tazobactam (piperacillin sodium, tazobactam sodium)	piperacillin : tazobactam	2
piperacillin + tazobactam (piperacillin, tazobactam) (piperacillin, taqzobactam)	piperacillin : tazobactam	1
piperacillin + tazobactam (tazerac?n)	piperacillin : tazobactam	1
piperacillin + tazobactam 4g+500mg	piperacillin : tazobactam	1
piperacillin + tazobactam eberth	piperacillin : tazobactam	12
piperacillin + tazobactam sodium	piperacillin : tazobactam	4
piperacillin + tazobactan	piperacillin : tazobactam	7
piperacillin + tazobactum	piperacillin : tazobactam	1
piperacillin +tazobactam  (pip/tazo)	piperacillin : tazobactam	1
piperacillin +tazobactam (pip/tazo)	piperacillin : tazobactam	1
piperacillin - tazobactam	piperacillin : tazobactam	8
piperacillin - tazobactam sandoz	piperacillin : tazobactam	3
piperacillin / tazobactam	piperacillin : tazobactam	35
piperacillin / tazobactam (zoysn)	piperacillin : tazobactam	4
piperacillin / tazobactam actavis	piperacillin : tazobactam	2
piperacillin / tazobactam kabi 2 g / 0.25 g	piperacillin : tazobactam	2
piperacillin / tazobactam sodium	piperacillin : tazobactam	1
piperacillin /tazobac	piperacillin : tazobactam	2
piperacillin /tazobactam	piperacillin : tazobactam	33
piperacillin /tazobactam (piperacillin w/tazobactam)	piperacillin : tazobactam	1
piperacillin /tazobactam 4.5 g	piperacillin : tazobactam	1
piperacillin /tazobactam sandoz	piperacillin : tazobactam	2
piperacillin /tazobactam unk	piperacillin : tazobactam	1
piperacillin /tazobactum	piperacillin : tazobactam	1
piperacillin 4g	piperacillin	1
piperacillin ? tazobactam	piperacillin : tazobactam	3
piperacillin ? tazobactam sandoz	piperacillin : tazobactam	1
piperacillin ? tazobactam sandoz 4,5g vial	piperacillin : tazobactam	1
piperacillin ?tazobactam	piperacillin : tazobactam	1
piperacillin [piperacillin sodium]	piperacillin	1
piperacillin and sulbactam	piperacillin : sulbactam	1
piperacillin and tazobactam	piperacillin : tazobactam	11922
piperacillin and tazobactam (pip/tazo)	piperacillin : tazobactam	1
piperacillin and tazobactam (pip/tazo0 ( unknown) (piperacillin sodium, tazobactam sodium)	piperacillin : tazobactam	1
piperacillin and tazobactam (piperacilin, tazobactam) (piperacillin, tazobactam)	piperacillin : tazobactam	1
piperacillin and tazobactam (piperacillin w/tazobactam)	piperacillin : tazobactam	1
piperacillin and tazobactam 4,5 g	piperacillin : tazobactam	1
piperacillin and tazobactam forinjection	piperacillin : tazobactam	1
piperacillin and tazobactam kabi	piperacillin : tazobactam	1
piperacillin and tazobactam sodium	piperacillin : tazobactam	1
piperacillin and tazobactum	piperacillin : tazobactam	6
piperacillin and tazobactum for injection	piperacillin : tazobactam	1
piperacillin and tazpbactam (pip/tazo)	piperacillin : tazobactam	1
piperacillin andtazobactam for injection	piperacillin : tazobactam	1
piperacillin base	piperacillin	4
piperacillin for injection, usp	ampicillin	2
piperacillin na	piperacillin	50
piperacillin na + tazobatam	piperacillin : tazobactam	1
piperacillin natrium	piperacillin	1
piperacillin og tazobactam	piperacillin : tazobactam	3
piperacillin panpharma	piperacillin	1
piperacillin plus tazobactam	piperacillin : tazobactam	10
piperacillin sod tazobactam	piperacillin : tazobactam	1
piperacillin sod- tazobactam so	piperacillin : tazobactam	1
piperacillin sod/tazobactam sod	piperacillin : tazobactam	2
piperacillin sod?tazobactam so	piperacillin : tazobactam	1
piperacillin sodium	piperacillin	889
piperacillin sodium  w/tazobactam sodium)	piperacillin : tazobactam	1
piperacillin sodium (+) sulbactam sodium	piperacillin : sulbactam	8
piperacillin sodium (+) tazobactam	piperacillin : tazobactam	6
piperacillin sodium (+) tazobactam sodium	piperacillin : tazobactam	27
piperacillin sodium + sulbactam	piperacillin : tazobactam	1
piperacillin sodium + tazobactam sodium	piperacillin : tazobactam	24
piperacillin sodium + tazobactam sodium (tazocin) (unknown)	piperacillin : tazobactam	1
piperacillin sodium - tazobactam	piperacillin : tazobactam	1
piperacillin sodium -tazobactam	piperacillin : tazobactam	1
piperacillin sodium / tazobactam sodium	piperacillin : tazobactam	3
piperacillin sodium /tazobactam sodium	piperacillin : tazobactam	6
piperacillin sodium ?tazobactam	piperacillin : tazobactam	2
piperacillin sodium and ?tazobactam sodium	piperacillin : tazobactam	1
piperacillin sodium and sulbactam	piperacillin : sulbactam	1
piperacillin sodium and sulbactam sodium	piperacillin : sulbactam	1
piperacillin sodium and sulbactam sodium for injection	cefoperazone : sulbactam	1
piperacillin sodium and sulbactam sodium for injection (4: 1)	cefoperazone : sulbactam	1
piperacillin sodium and sulbactam sodium injection	piperacillin : sulbactam	5
piperacillin sodium and tazobactam sodium	piperacillin : tazobactam	4
piperacillin sodium and tazobactam sodium for injection	ceftriaxone : tazobactam	7
piperacillin sodium and tazobactum sodium	piperacillin : tazobactam	8
piperacillin sodium plus tazobactam sodium	piperacillin : tazobactam	1
piperacillin sodium sulbactam sodium	piperacillin : sulbactam	1
piperacillin sodium tazobactam	piperacillin : tazobactam	3
piperacillin sodium tazobactam sodium	piperacillin : tazobactam	4
piperacillin sodium w	piperacillin	1
piperacillin sodium w/ tazobactam sodium	piperacillin : tazobactam	4
piperacillin sodium w/sulbactam sodium	piperacillin : sulbactam	9
piperacillin sodium w/tazobactam	piperacillin : tazobactam	50
piperacillin sodium w/tazobactam sodium	piperacillin : tazobactam	31
piperacillin sodium w/tazobactam sodium (pip/tazo)	piperacillin : tazobactam	1
piperacillin sodium w/tazobactam sodium powder for injection	piperacillin : tazobactam	3
piperacillin sodium w/trazobactam sodium	piperacillin : tazobactam	1
piperacillin sodium with tazobactam sodium	piperacillin : tazobactam	6
piperacillin sodium+tazobactam	piperacillin : tazobactam	1
piperacillin sodium, sulbactam sodium	piperacillin : sulbactam	2
piperacillin sodium, tazobactam sodium	piperacillin : tazobactam	47
piperacillin sodium, tazobactam?sodium	piperacillin : tazobactam	1
piperacillin sodium,tazobactam	piperacillin : tazobactam	2
piperacillin sodium,tazobactam sodium	piperacillin : tazobactam	109
piperacillin sodium-tazobactam sodium	piperacillin : tazobactam	4
piperacillin sodium/ tazobactam sodium	piperacillin : tazobactam	6
piperacillin sodium/sulbactam sodium	piperacillin : sulbactam	8
piperacillin sodium/tazob 4.5 (4-0.5) gm	piperacillin : tazobactam	1
piperacillin sodium/tazobactam	piperacillin : tazobactam	75
piperacillin sodium/tazobactam sodium	piperacillin : tazobactam	529
piperacillin sodium/tazobactam sodium (pip/tazo)	piperacillin : tazobactam	1
piperacillin sodium/tazobactam sodium powder for injection	piperacillin : tazobactam	21
piperacillin sodium/tazobactam(pipperacillin sodium, tazobactam sodium)	piperacillin : tazobactam	1
piperacillin sodium/tazobactam, 4.5 grams	piperacillin : tazobactam	1
piperacillin sodium/tazobactum sodium	piperacillin : tazobactam	4
piperacillin sodium: tazobactum sodium	piperacillin : tazobactam	1
piperacillin sodium:tazobactam sodium	piperacillin : tazobactam	1
piperacillin sodium; tazobactam sodium	piperacillin : tazobactam	5
piperacillin sodium;sulbactam sodium	piperacillin : sulbactam	15
piperacillin sodium;tazobactam	piperacillin : tazobactam	16
piperacillin sodium;tazobactam sodium	piperacillin : tazobactam	159
piperacillin sodium\\sulbactam sodium	piperacillin : sulbactam	50
piperacillin sodium\\tazobactam sodium	piperacillin : tazobactam	11060
piperacillin sodiumand tazobactam sodium	piperacillin : tazobactam	2
piperacillin tazobactam	piperacillin : tazobactam	15
piperacillin tazobactam (pip/tazo)	piperacillin : tazobactam	1
piperacillin tazobactam (zosyn)	piperacillin : tazobactam	1
piperacillin tazobactam 2 g/0.25 g powder for solution for infusion	piperacillin : tazobactam	1
piperacillin tazobactam kabi	piperacillin : tazobactam	26
piperacillin tazobactam nos	piperacillin : tazobactam	1
piperacillin tazobactam pa	piperacillin : tazobactam	171
piperacillin tazobactam pa (piperacillin sodium, tazobactam sodium)	piperacillin : tazobactam	1
piperacillin tazobactam panpharma	piperacillin : tazobactam	2
piperacillin tazobactam pfizer	piperacillin : tazobactam	4
piperacillin tazobactam sala	piperacillin : tazobactam	1
piperacillin tazobactam sandoz	piperacillin : tazobactam	2
piperacillin tazobactam sodium	piperacillin : tazobactam	4
piperacillin tazobactam teva	piperacillin : tazobactam	5
piperacillin tazobactam teva 4 g/500 mg	piperacillin : tazobactam	1
piperacillin tazobactrim	piperacillin : tazobactam	1
piperacillin tazobactum	piperacillin : tazobactam	4
piperacillin tazobectam (tazocin)	piperacillin : tazobactam	1
piperacillin w	piperacillin	21
piperacillin w /tazobactam(piperacillin w/tazobactam)	piperacillin : tazobactam	1
piperacillin w/ tazobactam (piperacillin w/tazobactam)	piperacillin : tazobactam	1
piperacillin w/ tazobactam /01606301/	piperacillin : tazobactam	1
piperacillin w/sulbactam	piperacillin : sulbactam	10
piperacillin w/tazobactam	piperacillin : tazobactam	54
piperacillin w/tazobactam          /01173601/	piperacillin : tazobactam	24
piperacillin w/tazobactam          /01606301/	piperacillin : tazobactam	14
piperacillin w/tazobactam (piperacillin w/tazobactam)	piperacillin : tazobactam	1
piperacillin w/tazobactam /01173601/	piperacillin : tazobactam	1
piperacillin w/tazobactam /01606301/	piperacillin : tazobactam	8
piperacillin w/tazobactam /01606301/ (piperacillin w/tazobactam /01606301/)	piperacillin : tazobactam	1
piperacillin w/tazobactam mylan	piperacillin : tazobactam	3
piperacillin w/tazobactam pfizer	piperacillin : tazobactam	1
piperacillin w/tazobactum	piperacillin : tazobactam	1
piperacillin with tazobactam	piperacillin : tazobactam	5
piperacillin+ tazobactam	piperacillin : tazobactam	3
piperacillin+tazobactam	piperacillin : tazobactam	51
piperacillin+tazobactam  aurobindo powder for solution for infusion	piperacillin : tazobactam	1
piperacillin+tazobactam (piperacillin, tazobactam)	piperacillin : tazobactam	14
piperacillin+tazobactam (tazocin)	piperacillin : tazobactam	2
piperacillin+tazobactam 2.25g	piperacillin : tazobactam	2
piperacillin+tazobactam 4/0.5g powderforsolutionforinfusion	piperacillin : tazobactam	6
piperacillin+tazobactam aurovitas 4/0.5g powderforsolutionforinfusion	piperacillin : tazobactam	2
piperacillin+tazobactam hexal	piperacillin : tazobactam	2
piperacillin+tazobactam injection	piperacillin : tazobactam	85
piperacillin+tazobactam kabi	piperacillin : tazobactam	3
piperacillin+tazobactam milpharm	piperacillin : tazobactam	1
piperacillin, tazobactam	piperacillin : tazobactam	151
piperacillin, tazobactum	piperacillin : tazobactam	2
piperacillin, tazovbactam	piperacillin : tazobactam	1
piperacillin,tazobactam	piperacillin : tazobactam	104
piperacillin,tazobactam mylan	piperacillin : tazobactam	65
piperacillin,ttazobactam	piperacillin : tazobactam	1
piperacillin- tazobactam	piperacillin : tazobactam	2
piperacillin-tazabactam	piperacillin : tazobactam	2
piperacillin-tazo	piperacillin : tazobactam	1
piperacillin-tazo-bactam (piperacillin-tazo-bactam ) (piperacillin-tazo-bactam)	piperacillin : tazobactam	1
piperacillin-tazobacta,	piperacillin : tazobactam	1
piperacillin-tazobactam	piperacillin : tazobactam	29
piperacillin-tazobactam (pip.tazo) (piperacillin sodium, tazobactam sodium)	piperacillin : tazobactam	1
piperacillin-tazobactam (pip/tazo)	piperacillin : tazobactam	1
piperacillin-tazobactam (piperacillin sodium; tazobactam sodium)	piperacillin : tazobactam	1
piperacillin-tazobactam (piperacillin-tazobactam)	piperacillin : tazobactam	1
piperacillin-tazobactam (tazocin)	piperacillin : tazobactam	2
piperacillin-tazobactam (unknown)	piperacillin : tazobactam	19
piperacillin-tazobactam (zosyn	piperacillin : tazobactam	12
piperacillin-tazobactam (zosyn)	piperacillin : tazobactam	2
piperacillin-tazobactam (zosyn) 3.375	piperacillin : tazobactam	1
piperacillin-tazobactam (zosyn) 4.5g	piperacillin : tazobactam	1
piperacillin-tazobactam 2.25 g iv	piperacillin : tazobactam	1
piperacillin-tazobactam 3.375	piperacillin : tazobactam	1
piperacillin-tazobactam 4.5 g	piperacillin : tazobactam	1
piperacillin-tazobactam in dextrose	d-glucose : piperacillin : tazobactam	1
piperacillin-tazobactam?	piperacillin : tazobactam	1
piperacillin-tazobactan	piperacillin : tazobactam	2
piperacillin-tazobactum	piperacillin : tazobactam	13
piperacillin-tezobactum	piperacillin : tazobactam	2
piperacillin.	piperacillin	973
piperacillin/ tazobactam	piperacillin : tazobactam	30
piperacillin/ tazobactam actavis	piperacillin : tazobactam	2
piperacillin/ tazobactam kabi	piperacillin : tazobactam	17
piperacillin/ tazobactam,	piperacillin : tazobactam	1
piperacillin/ tazobactum	piperacillin : tazobactam	16
piperacillin//piperacillin sodium	piperacillin	8
piperacillin//tazobactam	piperacillin : tazobactam	1
piperacillin/combactam	piperacillin : tazobactam	4
piperacillin/sulbactam	piperacillin : sulbactam	10
piperacillin/tacobac	piperacillin : tazobactam	1
piperacillin/tanzobactam	piperacillin : tazobactam	2
piperacillin/tazabactam	piperacillin : tazobactam	1
piperacillin/tazaobactam	piperacillin : tazobactam	3
piperacillin/tazeobactam	piperacillin : tazobactam	1
piperacillin/tazo	piperacillin : tazobactam	3
piperacillin/tazo 3.375 gm iv q8hr	piperacillin	1
piperacillin/tazo.	piperacillin : tazobactam	4
piperacillin/tazoabctam	piperacillin : tazobactam	1
piperacillin/tazobac	piperacillin : tazobactam	2
piperacillin/tazobacam	piperacillin : tazobactam	1
piperacillin/tazobact	piperacillin : tazobactam	1
piperacillin/tazobact am	piperacillin : tazobactam	2
piperacillin/tazobactam	piperacillin : tazobactam	6845
piperacillin/tazobactam ( pip/tazo) ( piperacillin sodium, tazobactam sodium)	piperacillin : tazobactam	1
piperacillin/tazobactam (g)	piperacillin : tazobactam	2
piperacillin/tazobactam (manufacturer unknown)	piperacillin : tazobactam	115
piperacillin/tazobactam (pip/tazo)	piperacillin : tazobactam	4
piperacillin/tazobactam (pip/tazo) (piperacillin sodium, tazobactam  sodium)	piperacillin : tazobactam	1
piperacillin/tazobactam (pip/tazo) (piperacillin sodium, tazobactam sodium)	piperacillin : tazobactam	6
piperacillin/tazobactam (pip/tazo) (piperacillin sodium, tazobactam sodium)?	piperacillin : tazobactam	1
piperacillin/tazobactam (pip/tazo) (unknown) (piperacillin sodium, tazobactam sodium)	piperacillin : tazobactam	1
piperacillin/tazobactam (piperacillin na 12gm/tazobactam na 1.5g/vil i	piperacillin : tazobactam	1
piperacillin/tazobactam (piperacillin na 2gm/tazobactam 0.25ml inj, ba	piperacillin : tazobactam	4
piperacillin/tazobactam (piperacillin na 2gm/tazobactam na 0.25gm/50ml	piperacillin : tazobactam	1
piperacillin/tazobactam (piperacillin na 2gm/tazobactam na 0.25gm/vil	piperacillin : tazobactam	2
piperacillin/tazobactam (piperacillin na 2gm/tazobactam na 0.25ml	piperacillin : tazobactam	2
piperacillin/tazobactam (piperacillin na 3gm/tazobactam 0.375gm.50ml	piperacillin : tazobactam	1
