Dataset	Descriptors	Metric	Model	Mean	STD
Primary	MACCS	PRC AUC	LogisticRegression	0.67724	0.05122
Primary	MACCS	PRC AUC	RandomForestClassifier	0.7339	0.04536
Primary	MACCS	PRC AUC	XGBClassifier	0.73699	0.04378
Primary	MACCS	Precision	LogisticRegression	0.6528	0.04708
Primary	MACCS	Precision	RandomForestClassifier	0.68109	0.03735
Primary	MACCS	Precision	XGBClassifier	0.70349	0.03349
Primary	MACCS	ROC AUC	LogisticRegression	0.55647	0.0277
Primary	MACCS	ROC AUC	RandomForestClassifier	0.62511	0.04708
Primary	MACCS	ROC AUC	XGBClassifier	0.63324	0.03404
Primary	MACCS	Recall	LogisticRegression	0.55278	0.16849
Primary	MACCS	Recall	RandomForestClassifier	0.64417	0.133
Primary	MACCS	Recall	XGBClassifier	0.60553	0.13301
Primary	MACCS	Specificity	LogisticRegression	0.51938	0.18303
Primary	MACCS	Specificity	RandomForestClassifier	0.5166	0.11947
Primary	MACCS	Specificity	XGBClassifier	0.58291	0.13544
Primary	RDKit	Accuracy	LogisticRegression	0.56819	0.0511
Primary	RDKit	Accuracy	RandomForestClassifier	0.6078	0.04499
Primary	RDKit	Accuracy	XGBClassifier	0.60353	0.04557
Primary	RDKit	Balanced Accuracy	LogisticRegression	0.55489	0.04326
Primary	RDKit	Balanced Accuracy	RandomForestClassifier	0.58851	0.03598
Primary	RDKit	Balanced Accuracy	XGBClassifier	0.58611	0.03622
Primary	RDKit	Brier	LogisticRegression	0.25796	0.024
Primary	RDKit	Brier	RandomForestClassifier	0.23393	0.01239
Primary	RDKit	Brier	XGBClassifier	0.23707	0.01839
Primary	RDKit	ECE	LogisticRegression	0.14526	0.04285
Primary	RDKit	ECE	RandomForestClassifier	0.0963	0.03495
Primary	RDKit	ECE	XGBClassifier	0.10627	0.03516
Primary	RDKit	F1 Score	LogisticRegression	0.6089	0.10046
Primary	RDKit	F1 Score	RandomForestClassifier	0.66773	0.0647
Primary	RDKit	F1 Score	XGBClassifier	0.65702	0.07407
Primary	RDKit	GeomRS	LogisticRegression	0.53202	0.0536
Primary	RDKit	GeomRS	RandomForestClassifier	0.57556	0.03954
Primary	RDKit	GeomRS	XGBClassifier	0.57023	0.04542
Primary	RDKit	HarmRS	LogisticRegression	0.51089	0.06649
Primary	RDKit	HarmRS	RandomForestClassifier	0.56345	0.04888
Primary	RDKit	HarmRS	XGBClassifier	0.55556	0.05889
Primary	RDKit	MCC	LogisticRegression	0.11195	0.08845
Primary	RDKit	MCC	RandomForestClassifier	0.18007	0.07506
Primary	RDKit	MCC	XGBClassifier	0.17546	0.0752
Primary	RDKit	PRC AUC	LogisticRegression	0.70466	0.06331
Primary	RDKit	PRC AUC	RandomForestClassifier	0.72014	0.05736
Primary	RDKit	PRC AUC	XGBClassifier	0.73518	0.0505
Primary	RDKit	Precision	LogisticRegression	0.66879	0.05022
Primary	RDKit	Precision	RandomForestClassifier	0.68756	0.04377
Primary	RDKit	Precision	XGBClassifier	0.68933	0.03513
Primary	RDKit	ROC AUC	LogisticRegression	0.59107	0.0564
Primary	RDKit	ROC AUC	RandomForestClassifier	0.6263	0.05508
Primary	RDKit	ROC AUC	XGBClassifier	0.63495	0.05006
Primary	RDKit	Recall	LogisticRegression	0.57564	0.1542
Primary	RDKit	Recall	RandomForestClassifier	0.6567	0.10842
Primary	RDKit	Recall	XGBClassifier	0.63842	0.12666
Primary	RDKit	Specificity	LogisticRegression	0.53414	0.16708
Primary	RDKit	Specificity	RandomForestClassifier	0.52032	0.10776
Primary	RDKit	Specificity	XGBClassifier	0.5338	0.13047
Secondary	CDDD	Accuracy	LogisticRegression	0.55017	0.04434
Secondary	CDDD	Accuracy	RandomForestClassifier	0.61076	0.05169
Secondary	CDDD	Accuracy	XGBClassifier	0.60221	0.04564
Secondary	CDDD	Balanced Accuracy	LogisticRegression	0.53108	0.03795
Secondary	CDDD	Balanced Accuracy	RandomForestClassifier	0.56206	0.04314
Secondary	CDDD	Balanced Accuracy	XGBClassifier	0.56719	0.02906
Secondary	CDDD	Brier	LogisticRegression	0.28176	0.03746
Secondary	CDDD	Brier	RandomForestClassifier	0.23196	0.01301
Secondary	CDDD	Brier	XGBClassifier	0.23692	0.01233
Secondary	CDDD	ECE	LogisticRegression	0.18484	0.05538
Secondary	CDDD	ECE	RandomForestClassifier	0.08053	0.03926
Secondary	CDDD	ECE	XGBClassifier	0.09485	0.02954
Secondary	CDDD	F1 Score	LogisticRegression	0.60903	0.07759
Secondary	CDDD	F1 Score	RandomForestClassifier	0.68931	0.08242
Secondary	CDDD	F1 Score	XGBClassifier	0.66824	0.08866
Secondary	CDDD	GeomRS	LogisticRegression	0.51545	0.04553
Secondary	CDDD	GeomRS	RandomForestClassifier	0.50077	0.09601
Secondary	CDDD	GeomRS	XGBClassifier	0.53358	0.05062
Secondary	CDDD	HarmRS	LogisticRegression	0.50091	0.05643
Secondary	CDDD	HarmRS	RandomForestClassifier	0.45596	0.13851
Secondary	CDDD	HarmRS	XGBClassifier	0.50425	0.07694
Secondary	CDDD	MCC	LogisticRegression	0.06259	0.07647
Secondary	CDDD	MCC	RandomForestClassifier	0.14223	0.08928
Secondary	CDDD	MCC	XGBClassifier	0.14396	0.06229
Secondary	CDDD	PRC AUC	LogisticRegression	0.67127	0.05983
Secondary	CDDD	PRC AUC	RandomForestClassifier	0.72169	0.05502
Secondary	CDDD	PRC AUC	XGBClassifier	0.71321	0.04957
Secondary	CDDD	Precision	LogisticRegression	0.64211	0.04664
Secondary	CDDD	Precision	RandomForestClassifier	0.66274	0.03895
Secondary	CDDD	Precision	XGBClassifier	0.66775	0.03751
Secondary	CDDD	ROC AUC	LogisticRegression	0.55363	0.0578
Secondary	CDDD	ROC AUC	RandomForestClassifier	0.62078	0.06025
Secondary	CDDD	ROC AUC	XGBClassifier	0.61517	0.04271
Secondary	CDDD	Recall	LogisticRegression	0.58657	0.11559
Secondary	CDDD	Recall	RandomForestClassifier	0.73525	0.16122
Secondary	CDDD	Recall	XGBClassifier	0.68312	0.15241
Secondary	CDDD	Specificity	LogisticRegression	0.4756	0.12421
Secondary	CDDD	Specificity	RandomForestClassifier	0.38886	0.18684
Secondary	CDDD	Specificity	XGBClassifier	0.45127	0.15236
Secondary	ChemBERTa	Accuracy	LogisticRegression	0.52839	0.05319
Secondary	ChemBERTa	Accuracy	RandomForestClassifier	0.56817	0.0658
Secondary	ChemBERTa	Accuracy	XGBClassifier	0.57541	0.04131
Secondary	ChemBERTa	Balanced Accuracy	LogisticRegression	0.51457	0.0458
Secondary	ChemBERTa	Balanced Accuracy	RandomForestClassifier	0.51805	0.04432
Secondary	ChemBERTa	Balanced Accuracy	XGBClassifier	0.53771	0.0316
Secondary	ChemBERTa	Brier	LogisticRegression	0.30154	0.03662
Secondary	ChemBERTa	Brier	RandomForestClassifier	0.23937	0.01294
Secondary	ChemBERTa	Brier	XGBClassifier	0.24869	0.01221
Secondary	ChemBERTa	ECE	LogisticRegression	0.21621	0.05584
Secondary	ChemBERTa	ECE	RandomForestClassifier	0.08243	0.03649
Secondary	ChemBERTa	ECE	XGBClassifier	0.11426	0.03237
Secondary	ChemBERTa	F1 Score	LogisticRegression	0.58592	0.08456
Secondary	ChemBERTa	F1 Score	RandomForestClassifier	0.65099	0.10519
Secondary	ChemBERTa	F1 Score	XGBClassifier	0.6492	0.08622
Secondary	ChemBERTa	GeomRS	LogisticRegression	0.50431	0.04858
Secondary	ChemBERTa	GeomRS	RandomForestClassifier	0.45067	0.09249
Secondary	ChemBERTa	GeomRS	XGBClassifier	0.49722	0.07034
Secondary	ChemBERTa	HarmRS	LogisticRegression	0.49456	0.05359
Secondary	ChemBERTa	HarmRS	RandomForestClassifier	0.40396	0.13191
Secondary	ChemBERTa	HarmRS	XGBClassifier	0.46452	0.10336
Secondary	ChemBERTa	MCC	LogisticRegression	0.02908	0.09098
Secondary	ChemBERTa	MCC	RandomForestClassifier	0.04262	0.0976
Secondary	ChemBERTa	MCC	XGBClassifier	0.07765	0.0659
Secondary	ChemBERTa	PRC AUC	LogisticRegression	0.636	0.06364
Secondary	ChemBERTa	PRC AUC	RandomForestClassifier	0.67703	0.06314
Secondary	ChemBERTa	PRC AUC	XGBClassifier	0.68565	0.05463
Secondary	ChemBERTa	Precision	LogisticRegression	0.62482	0.05949
Secondary	ChemBERTa	Precision	RandomForestClassifier	0.62661	0.05437
Secondary	ChemBERTa	Precision	XGBClassifier	0.64486	0.04566
Secondary	ChemBERTa	ROC AUC	LogisticRegression	0.52124	0.06505
Secondary	ChemBERTa	ROC AUC	RandomForestClassifier	0.55603	0.06211
Secondary	ChemBERTa	ROC AUC	XGBClassifier	0.5749	0.03873
Secondary	ChemBERTa	Recall	LogisticRegression	0.55759	0.11133
Secondary	ChemBERTa	Recall	RandomForestClassifier	0.69307	0.17773
Secondary	ChemBERTa	Recall	XGBClassifier	0.66613	0.14312
Secondary	ChemBERTa	Specificity	LogisticRegression	0.47155	0.09416
Secondary	ChemBERTa	Specificity	RandomForestClassifier	0.34303	0.17327
Secondary	ChemBERTa	Specificity	XGBClassifier	0.40928	0.15997
Secondary	ECFP	Accuracy	LogisticRegression	0.56351	0.05909
Secondary	ECFP	Accuracy	RandomForestClassifier	0.59912	0.04784
Secondary	ECFP	Accuracy	XGBClassifier	0.59227	0.06484
Secondary	ECFP	Balanced Accuracy	LogisticRegression	0.54837	0.05219
Secondary	ECFP	Balanced Accuracy	RandomForestClassifier	0.56898	0.03723
Secondary	ECFP	Balanced Accuracy	XGBClassifier	0.56321	0.0528
Secondary	ECFP	Brier	LogisticRegression	0.27137	0.03532
Secondary	ECFP	Brier	RandomForestClassifier	0.23408	0.01544
Secondary	ECFP	Brier	XGBClassifier	0.24391	0.027
Secondary	ECFP	ECE	LogisticRegression	0.16903	0.0567
Secondary	ECFP	ECE	RandomForestClassifier	0.09309	0.03408
Secondary	ECFP	ECE	XGBClassifier	0.11589	0.04402
Secondary	ECFP	F1 Score	LogisticRegression	0.62194	0.08018
Secondary	ECFP	F1 Score	RandomForestClassifier	0.6449	0.11694
Secondary	ECFP	F1 Score	XGBClassifier	0.65077	0.10306
Secondary	ECFP	GeomRS	LogisticRegression	0.54011	0.05342
Secondary	ECFP	GeomRS	RandomForestClassifier	0.51657	0.08338
Secondary	ECFP	GeomRS	XGBClassifier	0.53367	0.0679
Secondary	ECFP	HarmRS	LogisticRegression	0.53215	0.05593
Secondary	ECFP	HarmRS	RandomForestClassifier	0.47491	0.12094
Secondary	ECFP	HarmRS	XGBClassifier	0.50779	0.08903
Secondary	ECFP	MCC	LogisticRegression	0.09646	0.10412
Secondary	ECFP	MCC	RandomForestClassifier	0.14982	0.07547
Secondary	ECFP	MCC	XGBClassifier	0.13386	0.1102
Secondary	ECFP	PRC AUC	LogisticRegression	0.67307	0.07235
Secondary	ECFP	PRC AUC	RandomForestClassifier	0.72267	0.05176
Secondary	ECFP	PRC AUC	XGBClassifier	0.70935	0.06581
Secondary	ECFP	Precision	LogisticRegression	0.65363	0.06157
Secondary	ECFP	Precision	RandomForestClassifier	0.68303	0.04096
Secondary	ECFP	Precision	XGBClassifier	0.66645	0.05371
Secondary	ECFP	ROC AUC	LogisticRegression	0.56748	0.07105
Secondary	ECFP	ROC AUC	RandomForestClassifier	0.62166	0.04907
Secondary	ECFP	ROC AUC	XGBClassifier	0.60643	0.07322
Secondary	ECFP	Recall	LogisticRegression	0.59765	0.10496
Secondary	ECFP	Recall	RandomForestClassifier	0.64447	0.20456
Secondary	ECFP	Recall	XGBClassifier	0.6508	0.16238
Secondary	ECFP	Specificity	LogisticRegression	0.49909	0.0872
Secondary	ECFP	Specificity	RandomForestClassifier	0.49349	0.23348
Secondary	ECFP	Specificity	XGBClassifier	0.47561	0.16163
Secondary	Klek	Accuracy	LogisticRegression	0.57767	0.05134
Secondary	Klek	Accuracy	RandomForestClassifier	0.591	0.04086
Secondary	Klek	Accuracy	XGBClassifier	0.60086	0.03932
Secondary	Klek	Balanced Accuracy	LogisticRegression	0.56169	0.04572
Secondary	Klek	Balanced Accuracy	RandomForestClassifier	0.55995	0.03317
Secondary	Klek	Balanced Accuracy	XGBClassifier	0.57108	0.02596
Secondary	Klek	Brier	LogisticRegression	0.26603	0.03365
Secondary	Klek	Brier	RandomForestClassifier	0.23532	0.01164
Secondary	Klek	Brier	XGBClassifier	0.23938	0.01296
Secondary	Klek	ECE	LogisticRegression	0.16073	0.05993
Secondary	Klek	ECE	RandomForestClassifier	0.09441	0.02765
Secondary	Klek	ECE	XGBClassifier	0.10367	0.02738
Secondary	Klek	F1 Score	LogisticRegression	0.63512	0.07531
Secondary	Klek	F1 Score	RandomForestClassifier	0.64244	0.10635
Secondary	Klek	F1 Score	XGBClassifier	0.65911	0.08902
Secondary	Klek	GeomRS	LogisticRegression	0.55249	0.04661
Secondary	Klek	GeomRS	RandomForestClassifier	0.50511	0.09145
Secondary	Klek	GeomRS	XGBClassifier	0.53867	0.05669
Secondary	Klek	HarmRS	LogisticRegression	0.54354	0.04862
Secondary	Klek	HarmRS	RandomForestClassifier	0.46409	0.13468
Secondary	Klek	HarmRS	XGBClassifier	0.51074	0.0858
Secondary	Klek	MCC	LogisticRegression	0.12325	0.09135
Secondary	Klek	MCC	RandomForestClassifier	0.12831	0.06188
Secondary	Klek	MCC	XGBClassifier	0.14881	0.04776
Secondary	Klek	PRC AUC	LogisticRegression	0.68383	0.05993
Secondary	Klek	PRC AUC	RandomForestClassifier	0.71931	0.04737
Secondary	Klek	PRC AUC	XGBClassifier	0.71747	0.04768
Secondary	Klek	Precision	LogisticRegression	0.66629	0.05477
Secondary	Klek	Precision	RandomForestClassifier	0.67417	0.03835
Secondary	Klek	Precision	XGBClassifier	0.67555	0.0347
Secondary	Klek	ROC AUC	LogisticRegression	0.58553	0.05773
Secondary	Klek	ROC AUC	RandomForestClassifier	0.61595	0.03123
Secondary	Klek	ROC AUC	XGBClassifier	0.61772	0.03175
Secondary	Klek	Recall	LogisticRegression	0.61205	0.10263
Secondary	Klek	Recall	RandomForestClassifier	0.64395	0.19555
Secondary	Klek	Recall	XGBClassifier	0.65992	0.15623
Secondary	Klek	Specificity	LogisticRegression	0.51133	0.0963
Secondary	Klek	Specificity	RandomForestClassifier	0.47596	0.23339
Secondary	Klek	Specificity	XGBClassifier	0.48225	0.17117
Secondary	MACCS	Accuracy	LogisticRegression	0.56388	0.04462
Secondary	MACCS	Accuracy	RandomForestClassifier	0.6021	0.04574
Secondary	MACCS	Accuracy	XGBClassifier	0.60091	0.03719
Secondary	MACCS	Balanced Accuracy	LogisticRegression	0.53525	0.02855
Secondary	MACCS	Balanced Accuracy	RandomForestClassifier	0.56981	0.03077
Secondary	MACCS	Balanced Accuracy	XGBClassifier	0.57337	0.02549
Secondary	MACCS	Brier	LogisticRegression	0.25724	0.01543
Secondary	MACCS	Brier	RandomForestClassifier	0.23263	0.01176
Secondary	MACCS	Brier	XGBClassifier	0.23933	0.01215
Secondary	MACCS	ECE	LogisticRegression	0.13786	0.0256
Secondary	MACCS	ECE	RandomForestClassifier	0.07867	0.03694
Secondary	MACCS	ECE	XGBClassifier	0.10221	0.02723
Secondary	MACCS	F1 Score	LogisticRegression	0.60701	0.12543
Secondary	MACCS	F1 Score	RandomForestClassifier	0.66764	0.08596
Secondary	MACCS	F1 Score	XGBClassifier	0.65464	0.09223
Secondary	MACCS	GeomRS	LogisticRegression	0.48044	0.07399
Secondary	MACCS	GeomRS	RandomForestClassifier	0.53707	0.05633
Secondary	MACCS	GeomRS	XGBClassifier	0.54137	0.05501
Secondary	MACCS	HarmRS	LogisticRegression	0.43692	0.11022
Secondary	MACCS	HarmRS	RandomForestClassifier	0.50904	0.08491
Secondary	MACCS	HarmRS	XGBClassifier	0.51352	0.08313
Secondary	MACCS	MCC	LogisticRegression	0.07402	0.05977
Secondary	MACCS	MCC	RandomForestClassifier	0.14847	0.06349
Secondary	MACCS	MCC	XGBClassifier	0.15359	0.04907
Secondary	MACCS	PRC AUC	LogisticRegression	0.67654	0.05773
Secondary	MACCS	PRC AUC	RandomForestClassifier	0.72271	0.05313
Secondary	MACCS	PRC AUC	XGBClassifier	0.72334	0.04424
Secondary	MACCS	Precision	LogisticRegression	0.65284	0.04609
Secondary	MACCS	Precision	RandomForestClassifier	0.67007	0.03803
Secondary	MACCS	Precision	XGBClassifier	0.68084	0.03112
Secondary	MACCS	ROC AUC	LogisticRegression	0.56315	0.03029
Secondary	MACCS	ROC AUC	RandomForestClassifier	0.61951	0.04082
Secondary	MACCS	ROC AUC	XGBClassifier	0.61814	0.02807
Secondary	MACCS	Recall	LogisticRegression	0.59972	0.20871
Secondary	MACCS	Recall	RandomForestClassifier	0.68024	0.15195
Secondary	MACCS	Recall	XGBClassifier	0.64961	0.16029
Secondary	MACCS	Specificity	LogisticRegression	0.47078	0.23264
Secondary	MACCS	Specificity	RandomForestClassifier	0.45937	0.15334
Secondary	MACCS	Specificity	XGBClassifier	0.49714	0.17868
Secondary	RDKit	Accuracy	LogisticRegression	0.58272	0.04306
Secondary	RDKit	Accuracy	RandomForestClassifier	0.61359	0.05588
Secondary	RDKit	Accuracy	XGBClassifier	0.60782	0.0535
Secondary	RDKit	Balanced Accuracy	LogisticRegression	0.55557	0.03567
Secondary	RDKit	Balanced Accuracy	RandomForestClassifier	0.56993	0.0474
Secondary	RDKit	Balanced Accuracy	XGBClassifier	0.57563	0.04681
Secondary	RDKit	Brier	LogisticRegression	0.25148	0.01957
Secondary	RDKit	Brier	RandomForestClassifier	0.2321	0.01384
Secondary	RDKit	Brier	XGBClassifier	0.23561	0.01725
Secondary	RDKit	ECE	LogisticRegression	0.13257	0.03375
Secondary	RDKit	ECE	RandomForestClassifier	0.08676	0.03418
Secondary	RDKit	ECE	XGBClassifier	0.10264	0.02988
Secondary	RDKit	F1 Score	LogisticRegression	0.62688	0.11491
Secondary	RDKit	F1 Score	RandomForestClassifier	0.68678	0.09208
Secondary	RDKit	F1 Score	XGBClassifier	0.67007	0.09047
Secondary	RDKit	GeomRS	LogisticRegression	0.51132	0.07142
Secondary	RDKit	GeomRS	RandomForestClassifier	0.52568	0.07771
Secondary	RDKit	GeomRS	XGBClassifier	0.5446	0.06983
Secondary	RDKit	HarmRS	LogisticRegression	0.47425	0.10188
Secondary	RDKit	HarmRS	RandomForestClassifier	0.48911	0.10994
Secondary	RDKit	HarmRS	XGBClassifier	0.51782	0.09577
Secondary	RDKit	MCC	LogisticRegression	0.11631	0.07263
Secondary	RDKit	MCC	RandomForestClassifier	0.15302	0.09809
Secondary	RDKit	MCC	XGBClassifier	0.15849	0.09454
Secondary	RDKit	PRC AUC	LogisticRegression	0.7048	0.06165
Secondary	RDKit	PRC AUC	RandomForestClassifier	0.71168	0.06706
Secondary	RDKit	PRC AUC	XGBClassifier	0.72625	0.06368
Secondary	RDKit	Precision	LogisticRegression	0.67178	0.03642
Secondary	RDKit	Precision	RandomForestClassifier	0.66631	0.04783
Secondary	RDKit	Precision	XGBClassifier	0.67645	0.0503
Secondary	RDKit	ROC AUC	LogisticRegression	0.59655	0.04423
Secondary	RDKit	ROC AUC	RandomForestClassifier	0.61468	0.06208
Secondary	RDKit	ROC AUC	XGBClassifier	0.62649	0.06001
Secondary	RDKit	Recall	LogisticRegression	0.61573	0.19001
Secondary	RDKit	Recall	RandomForestClassifier	0.7212	0.15307
Secondary	RDKit	Recall	XGBClassifier	0.67729	0.14911
Secondary	RDKit	Specificity	LogisticRegression	0.49542	0.219
Secondary	RDKit	Specificity	RandomForestClassifier	0.41866	0.16076
Secondary	RDKit	Specificity	XGBClassifier	0.47398	0.16354
