Dataset	Descriptors	Metric	Model	Mean	STD
Primary	Morgan	PRC AUC	LogisticRegression	0.64541	0.0506
Primary	Morgan	PRC AUC	RandomForestClassifier	0.6696	0.06019
Primary	Morgan	PRC AUC	XGBClassifier	0.67389	0.05379
Primary	Morgan	Precision	LogisticRegression	0.63496	0.0577
Primary	Morgan	Precision	RandomForestClassifier	0.64824	0.05135
Primary	Morgan	Precision	XGBClassifier	0.64301	0.05038
Primary	Morgan	ROC AUC	LogisticRegression	0.54746	0.04642
Primary	Morgan	ROC AUC	RandomForestClassifier	0.56484	0.05415
Primary	Morgan	ROC AUC	XGBClassifier	0.56548	0.0389
Primary	Morgan	Recall	LogisticRegression	0.55493	0.09795
Primary	Morgan	Recall	RandomForestClassifier	0.52301	0.2267
Primary	Morgan	Recall	XGBClassifier	0.54764	0.14656
Primary	Morgan	Specificity	LogisticRegression	0.50861	0.08159
Primary	Morgan	Specificity	RandomForestClassifier	0.54886	0.22346
Primary	Morgan	Specificity	XGBClassifier	0.5271	0.14048
Primary	RDKit	Accuracy	LogisticRegression	0.54448	0.04881
Primary	RDKit	Accuracy	RandomForestClassifier	0.57047	0.04463
Primary	RDKit	Accuracy	XGBClassifier	0.57542	0.0382
Primary	RDKit	Balanced Accuracy	LogisticRegression	0.54615	0.03439
Primary	RDKit	Balanced Accuracy	RandomForestClassifier	0.54668	0.02782
Primary	RDKit	Balanced Accuracy	XGBClassifier	0.56416	0.02967
Primary	RDKit	Brier	LogisticRegression	0.28138	0.02652
Primary	RDKit	Brier	RandomForestClassifier	0.24044	0.0113
Primary	RDKit	Brier	XGBClassifier	0.25023	0.0156
Primary	RDKit	ECE	LogisticRegression	0.18844	0.04985
Primary	RDKit	ECE	RandomForestClassifier	0.09098	0.04379
Primary	RDKit	ECE	XGBClassifier	0.12251	0.04194
Primary	RDKit	F1 Score	LogisticRegression	0.56171	0.10609
Primary	RDKit	F1 Score	RandomForestClassifier	0.63859	0.07562
Primary	RDKit	F1 Score	XGBClassifier	0.6183	0.08422
Primary	RDKit	GeomRS	LogisticRegression	0.52522	0.04291
Primary	RDKit	GeomRS	RandomForestClassifier	0.52407	0.03279
Primary	RDKit	GeomRS	XGBClassifier	0.5428	0.04936
Primary	RDKit	HarmRS	LogisticRegression	0.50564	0.05406
Primary	RDKit	HarmRS	RandomForestClassifier	0.50353	0.0488
Primary	RDKit	HarmRS	XGBClassifier	0.52408	0.06965
Primary	RDKit	MCC	LogisticRegression	0.0936	0.06964
Primary	RDKit	MCC	RandomForestClassifier	0.09811	0.05983
Primary	RDKit	MCC	XGBClassifier	0.13101	0.06167
Primary	RDKit	PRC AUC	LogisticRegression	0.65385	0.0608
Primary	RDKit	PRC AUC	RandomForestClassifier	0.68512	0.05883
Primary	RDKit	PRC AUC	XGBClassifier	0.70184	0.05173
Primary	RDKit	Precision	LogisticRegression	0.65568	0.05556
Primary	RDKit	Precision	RandomForestClassifier	0.64444	0.05168
Primary	RDKit	Precision	XGBClassifier	0.66945	0.04536
Primary	RDKit	ROC AUC	LogisticRegression	0.56238	0.0492
Primary	RDKit	ROC AUC	RandomForestClassifier	0.58327	0.04314
Primary	RDKit	ROC AUC	XGBClassifier	0.59848	0.03873
Primary	RDKit	Recall	LogisticRegression	0.50781	0.15367
Primary	RDKit	Recall	RandomForestClassifier	0.64616	0.12919
Primary	RDKit	Recall	XGBClassifier	0.59204	0.14574
Primary	RDKit	Specificity	LogisticRegression	0.58449	0.14248
Primary	RDKit	Specificity	RandomForestClassifier	0.44721	0.11638
Primary	RDKit	Specificity	XGBClassifier	0.53628	0.15549
Secondary	CDDD	Accuracy	LogisticRegression	0.5445	0.05587
Secondary	CDDD	Accuracy	RandomForestClassifier	0.59115	0.04772
Secondary	CDDD	Accuracy	XGBClassifier	0.57877	0.04193
Secondary	CDDD	Balanced Accuracy	LogisticRegression	0.53363	0.0456
Secondary	CDDD	Balanced Accuracy	RandomForestClassifier	0.5376	0.03066
Secondary	CDDD	Balanced Accuracy	XGBClassifier	0.54407	0.03632
Secondary	CDDD	Brier	LogisticRegression	0.28455	0.0287
Secondary	CDDD	Brier	RandomForestClassifier	0.23533	0.01004
Secondary	CDDD	Brier	XGBClassifier	0.24664	0.01163
Secondary	CDDD	ECE	LogisticRegression	0.19246	0.05198
Secondary	CDDD	ECE	RandomForestClassifier	0.0731	0.03714
Secondary	CDDD	ECE	XGBClassifier	0.11438	0.03854
Secondary	CDDD	F1 Score	LogisticRegression	0.58546	0.09878
Secondary	CDDD	F1 Score	RandomForestClassifier	0.67294	0.09198
Secondary	CDDD	F1 Score	XGBClassifier	0.6461	0.08269
Secondary	CDDD	GeomRS	LogisticRegression	0.5208	0.04906
Secondary	CDDD	GeomRS	RandomForestClassifier	0.46533	0.09532
Secondary	CDDD	GeomRS	XGBClassifier	0.51167	0.05803
Secondary	CDDD	HarmRS	LogisticRegression	0.50858	0.05474
Secondary	CDDD	HarmRS	RandomForestClassifier	0.41519	0.13879
Secondary	CDDD	HarmRS	XGBClassifier	0.48374	0.08336
Secondary	CDDD	MCC	LogisticRegression	0.06745	0.09222
Secondary	CDDD	MCC	RandomForestClassifier	0.0863	0.06824
Secondary	CDDD	MCC	XGBClassifier	0.09231	0.07438
Secondary	CDDD	PRC AUC	LogisticRegression	0.65081	0.06453
Secondary	CDDD	PRC AUC	RandomForestClassifier	0.6927	0.05192
Secondary	CDDD	PRC AUC	XGBClassifier	0.68941	0.05415
Secondary	CDDD	Precision	LogisticRegression	0.63634	0.06333
Secondary	CDDD	Precision	RandomForestClassifier	0.63643	0.04423
Secondary	CDDD	Precision	XGBClassifier	0.64539	0.04328
Secondary	CDDD	ROC AUC	LogisticRegression	0.55371	0.04963
Secondary	CDDD	ROC AUC	RandomForestClassifier	0.58603	0.04458
Secondary	CDDD	ROC AUC	XGBClassifier	0.58709	0.04274
Secondary	CDDD	Recall	LogisticRegression	0.55087	0.134
Secondary	CDDD	Recall	RandomForestClassifier	0.72906	0.16408
Secondary	CDDD	Recall	XGBClassifier	0.65784	0.13645
Secondary	CDDD	Specificity	LogisticRegression	0.51639	0.1123
Secondary	CDDD	Specificity	RandomForestClassifier	0.34615	0.17875
Secondary	CDDD	Specificity	XGBClassifier	0.4303	0.15301
Secondary	ChemBERTa	Accuracy	LogisticRegression	0.5439	0.03904
Secondary	ChemBERTa	Accuracy	RandomForestClassifier	0.56824	0.05772
Secondary	ChemBERTa	Accuracy	XGBClassifier	0.5615	0.04296
Secondary	ChemBERTa	Balanced Accuracy	LogisticRegression	0.52781	0.03114
Secondary	ChemBERTa	Balanced Accuracy	RandomForestClassifier	0.5169	0.02753
Secondary	ChemBERTa	Balanced Accuracy	XGBClassifier	0.52422	0.03215
Secondary	ChemBERTa	Brier	LogisticRegression	0.29019	0.02477
Secondary	ChemBERTa	Brier	RandomForestClassifier	0.24171	0.01083
Secondary	ChemBERTa	Brier	XGBClassifier	0.25288	0.01149
Secondary	ChemBERTa	ECE	LogisticRegression	0.20103	0.04444
Secondary	ChemBERTa	ECE	RandomForestClassifier	0.09333	0.03759
Secondary	ChemBERTa	ECE	XGBClassifier	0.12213	0.03433
Secondary	ChemBERTa	F1 Score	LogisticRegression	0.59852	0.07708
Secondary	ChemBERTa	F1 Score	RandomForestClassifier	0.64764	0.10469
Secondary	ChemBERTa	F1 Score	XGBClassifier	0.63222	0.08887
Secondary	ChemBERTa	GeomRS	LogisticRegression	0.51439	0.03463
Secondary	ChemBERTa	GeomRS	RandomForestClassifier	0.4492	0.07776
Secondary	ChemBERTa	GeomRS	XGBClassifier	0.48774	0.06019
Secondary	ChemBERTa	HarmRS	LogisticRegression	0.50167	0.04201
Secondary	ChemBERTa	HarmRS	RandomForestClassifier	0.40118	0.12109
Secondary	ChemBERTa	HarmRS	XGBClassifier	0.45732	0.08939
Secondary	ChemBERTa	MCC	LogisticRegression	0.05635	0.06307
Secondary	ChemBERTa	MCC	RandomForestClassifier	0.04232	0.06249
Secondary	ChemBERTa	MCC	XGBClassifier	0.05043	0.0666
Secondary	ChemBERTa	PRC AUC	LogisticRegression	0.62365	0.05388
Secondary	ChemBERTa	PRC AUC	RandomForestClassifier	0.64253	0.07474
Secondary	ChemBERTa	PRC AUC	XGBClassifier	0.65396	0.0661
Secondary	ChemBERTa	Precision	LogisticRegression	0.63219	0.04703
Secondary	ChemBERTa	Precision	RandomForestClassifier	0.62049	0.05197
Secondary	ChemBERTa	Precision	XGBClassifier	0.62805	0.05223
Secondary	ChemBERTa	ROC AUC	LogisticRegression	0.52816	0.04547
Secondary	ChemBERTa	ROC AUC	RandomForestClassifier	0.5362	0.04634
Secondary	ChemBERTa	ROC AUC	XGBClassifier	0.54748	0.04616
Secondary	ChemBERTa	Recall	LogisticRegression	0.57663	0.11384
Secondary	ChemBERTa	Recall	RandomForestClassifier	0.69311	0.17692
Secondary	ChemBERTa	Recall	XGBClassifier	0.64611	0.13809
Secondary	ChemBERTa	Specificity	LogisticRegression	0.479	0.11076
Secondary	ChemBERTa	Specificity	RandomForestClassifier	0.34069	0.17297
Secondary	ChemBERTa	Specificity	XGBClassifier	0.40232	0.15144
Secondary	Klek	Accuracy	LogisticRegression	0.53717	0.04627
Secondary	Klek	Accuracy	RandomForestClassifier	0.56305	0.05603
Secondary	Klek	Accuracy	XGBClassifier	0.56546	0.0469
Secondary	Klek	Balanced Accuracy	LogisticRegression	0.51862	0.05007
Secondary	Klek	Balanced Accuracy	RandomForestClassifier	0.53784	0.03254
Secondary	Klek	Balanced Accuracy	XGBClassifier	0.54477	0.03791
Secondary	Klek	Brier	LogisticRegression	0.29192	0.03955
Secondary	Klek	Brier	RandomForestClassifier	0.24575	0.01418
Secondary	Klek	Brier	XGBClassifier	0.25326	0.01703
Secondary	Klek	ECE	LogisticRegression	0.20005	0.07095
Secondary	Klek	ECE	RandomForestClassifier	0.11184	0.03234
Secondary	Klek	ECE	XGBClassifier	0.13441	0.03391
Secondary	Klek	F1 Score	LogisticRegression	0.60682	0.05905
Secondary	Klek	F1 Score	RandomForestClassifier	0.60168	0.13919
Secondary	Klek	F1 Score	XGBClassifier	0.61089	0.11459
Secondary	Klek	GeomRS	LogisticRegression	0.5047	0.05818
Secondary	Klek	GeomRS	RandomForestClassifier	0.48075	0.08284
Secondary	Klek	GeomRS	XGBClassifier	0.50891	0.07106
Secondary	Klek	HarmRS	LogisticRegression	0.49162	0.06771
Secondary	Klek	HarmRS	RandomForestClassifier	0.4379	0.12221
Secondary	Klek	HarmRS	XGBClassifier	0.47913	0.10108
Secondary	Klek	MCC	LogisticRegression	0.03657	0.09887
Secondary	Klek	MCC	RandomForestClassifier	0.08302	0.0686
Secondary	Klek	MCC	XGBClassifier	0.09163	0.0778
Secondary	Klek	PRC AUC	LogisticRegression	0.63904	0.06627
Secondary	Klek	PRC AUC	RandomForestClassifier	0.68033	0.06933
Secondary	Klek	PRC AUC	XGBClassifier	0.68263	0.05383
Secondary	Klek	Precision	LogisticRegression	0.62494	0.06572
Secondary	Klek	Precision	RandomForestClassifier	0.64216	0.06061
Secondary	Klek	Precision	XGBClassifier	0.65018	0.05633
Secondary	Klek	ROC AUC	LogisticRegression	0.52766	0.05969
Secondary	Klek	ROC AUC	RandomForestClassifier	0.57496	0.04199
Secondary	Klek	ROC AUC	XGBClassifier	0.57718	0.04449
Secondary	Klek	Recall	LogisticRegression	0.59639	0.08023
Secondary	Klek	Recall	RandomForestClassifier	0.60241	0.22467
Secondary	Klek	Recall	XGBClassifier	0.60077	0.17464
Secondary	Klek	Specificity	LogisticRegression	0.44085	0.11655
Secondary	Klek	Specificity	RandomForestClassifier	0.47327	0.22461
Secondary	Klek	Specificity	XGBClassifier	0.48877	0.18976
Secondary	MACCS	Accuracy	LogisticRegression	0.54216	0.05605
Secondary	MACCS	Accuracy	RandomForestClassifier	0.57868	0.05035
Secondary	MACCS	Accuracy	XGBClassifier	0.56667	0.05113
Secondary	MACCS	Balanced Accuracy	LogisticRegression	0.5219	0.0375
Secondary	MACCS	Balanced Accuracy	RandomForestClassifier	0.5456	0.04098
Secondary	MACCS	Balanced Accuracy	XGBClassifier	0.54021	0.03874
Secondary	MACCS	Brier	LogisticRegression	0.26482	0.02283
Secondary	MACCS	Brier	RandomForestClassifier	0.23955	0.01058
Secondary	MACCS	Brier	XGBClassifier	0.25111	0.01523
Secondary	MACCS	ECE	LogisticRegression	0.15237	0.03788
Secondary	MACCS	ECE	RandomForestClassifier	0.08816	0.03336
Secondary	MACCS	ECE	XGBClassifier	0.12615	0.02664
Secondary	MACCS	F1 Score	LogisticRegression	0.55705	0.16812
Secondary	MACCS	F1 Score	RandomForestClassifier	0.64871	0.08279
Secondary	MACCS	F1 Score	XGBClassifier	0.61622	0.11379
Secondary	MACCS	GeomRS	LogisticRegression	0.46073	0.0796
Secondary	MACCS	GeomRS	RandomForestClassifier	0.51391	0.06156
Secondary	MACCS	GeomRS	XGBClassifier	0.50687	0.06338
Secondary	MACCS	HarmRS	LogisticRegression	0.41236	0.1166
Secondary	MACCS	HarmRS	RandomForestClassifier	0.48674	0.08709
Secondary	MACCS	HarmRS	XGBClassifier	0.47836	0.08958
Secondary	MACCS	MCC	LogisticRegression	0.04463	0.07739
Secondary	MACCS	MCC	RandomForestClassifier	0.09557	0.08344
Secondary	MACCS	MCC	XGBClassifier	0.08298	0.07919
Secondary	MACCS	PRC AUC	LogisticRegression	0.64132	0.06851
Secondary	MACCS	PRC AUC	RandomForestClassifier	0.67946	0.06
Secondary	MACCS	PRC AUC	XGBClassifier	0.66537	0.06562
Secondary	MACCS	Precision	LogisticRegression	0.63153	0.06288
Secondary	MACCS	Precision	RandomForestClassifier	0.64403	0.05365
Secondary	MACCS	Precision	XGBClassifier	0.64136	0.05963
Secondary	MACCS	ROC AUC	LogisticRegression	0.5394	0.04574
Secondary	MACCS	ROC AUC	RandomForestClassifier	0.579	0.05334
Secondary	MACCS	ROC AUC	XGBClassifier	0.57013	0.05009
Secondary	MACCS	Recall	LogisticRegression	0.54132	0.23725
Secondary	MACCS	Recall	RandomForestClassifier	0.66418	0.13509
Secondary	MACCS	Recall	XGBClassifier	0.61046	0.17393
Secondary	MACCS	Specificity	LogisticRegression	0.50248	0.24259
Secondary	MACCS	Specificity	RandomForestClassifier	0.427	0.14416
Secondary	MACCS	Specificity	XGBClassifier	0.46997	0.17041
Secondary	Morgan	Accuracy	LogisticRegression	0.53672	0.04713
Secondary	Morgan	Accuracy	RandomForestClassifier	0.56377	0.05757
Secondary	Morgan	Accuracy	XGBClassifier	0.56354	0.04748
Secondary	Morgan	Balanced Accuracy	LogisticRegression	0.52698	0.04354
Secondary	Morgan	Balanced Accuracy	RandomForestClassifier	0.53875	0.03834
Secondary	Morgan	Balanced Accuracy	XGBClassifier	0.5406	0.03309
Secondary	Morgan	Brier	LogisticRegression	0.2924	0.03899
Secondary	Morgan	Brier	RandomForestClassifier	0.24438	0.01495
Secondary	Morgan	Brier	XGBClassifier	0.25156	0.01564
Secondary	Morgan	ECE	LogisticRegression	0.20102	0.06379
Secondary	Morgan	ECE	RandomForestClassifier	0.10709	0.03854
Secondary	Morgan	ECE	XGBClassifier	0.12512	0.03521
Secondary	Morgan	F1 Score	LogisticRegression	0.59262	0.06056
Secondary	Morgan	F1 Score	RandomForestClassifier	0.59322	0.14568
Secondary	Morgan	F1 Score	XGBClassifier	0.61266	0.1048
Secondary	Morgan	GeomRS	LogisticRegression	0.52015	0.04537
Secondary	Morgan	GeomRS	RandomForestClassifier	0.47295	0.09068
Secondary	Morgan	GeomRS	XGBClassifier	0.51198	0.04905
Secondary	Morgan	HarmRS	LogisticRegression	0.51354	0.04832
Secondary	Morgan	HarmRS	RandomForestClassifier	0.4239	0.13239
Secondary	Morgan	HarmRS	XGBClassifier	0.48652	0.06997
Secondary	Morgan	MCC	LogisticRegression	0.0534	0.08613
Secondary	Morgan	MCC	RandomForestClassifier	0.08509	0.08434
Secondary	Morgan	MCC	XGBClassifier	0.08491	0.07012
Secondary	Morgan	PRC AUC	LogisticRegression	0.64035	0.06369
Secondary	Morgan	PRC AUC	RandomForestClassifier	0.68739	0.06126
Secondary	Morgan	PRC AUC	XGBClassifier	0.68494	0.05822
Secondary	Morgan	Precision	LogisticRegression	0.63227	0.05979
Secondary	Morgan	Precision	RandomForestClassifier	0.65033	0.04778
Secondary	Morgan	Precision	XGBClassifier	0.64416	0.04626
Secondary	Morgan	ROC AUC	LogisticRegression	0.53494	0.05801
Secondary	Morgan	ROC AUC	RandomForestClassifier	0.57545	0.05151
Secondary	Morgan	ROC AUC	XGBClassifier	0.57457	0.04794
Secondary	Morgan	Recall	LogisticRegression	0.56326	0.08096
Secondary	Morgan	Recall	RandomForestClassifier	0.58842	0.23759
Secondary	Morgan	Recall	XGBClassifier	0.60214	0.16427
Secondary	Morgan	Specificity	LogisticRegression	0.4907	0.09405
Secondary	Morgan	Specificity	RandomForestClassifier	0.48907	0.25316
Secondary	Morgan	Specificity	XGBClassifier	0.47907	0.16267
Secondary	RDKit	Accuracy	LogisticRegression	0.55578	0.04851
Secondary	RDKit	Accuracy	RandomForestClassifier	0.5734	0.05117
Secondary	RDKit	Accuracy	XGBClassifier	0.58346	0.04647
Secondary	RDKit	Balanced Accuracy	LogisticRegression	0.54156	0.02874
Secondary	RDKit	Balanced Accuracy	RandomForestClassifier	0.5344	0.03827
Secondary	RDKit	Balanced Accuracy	XGBClassifier	0.55603	0.0363
Secondary	RDKit	Brier	LogisticRegression	0.2669	0.02174
Secondary	RDKit	Brier	RandomForestClassifier	0.24051	0.01136
Secondary	RDKit	Brier	XGBClassifier	0.24702	0.01461
Secondary	RDKit	ECE	LogisticRegression	0.15642	0.03811
Secondary	RDKit	ECE	RandomForestClassifier	0.08906	0.03875
Secondary	RDKit	ECE	XGBClassifier	0.11216	0.03907
Secondary	RDKit	F1 Score	LogisticRegression	0.57391	0.14227
Secondary	RDKit	F1 Score	RandomForestClassifier	0.64757	0.09054
Secondary	RDKit	F1 Score	XGBClassifier	0.64292	0.08958
Secondary	RDKit	GeomRS	LogisticRegression	0.49944	0.05415
Secondary	RDKit	GeomRS	RandomForestClassifier	0.48636	0.0746
Secondary	RDKit	GeomRS	XGBClassifier	0.52642	0.05647
Secondary	RDKit	HarmRS	LogisticRegression	0.4629	0.08029
Secondary	RDKit	HarmRS	RandomForestClassifier	0.44897	0.11129
Secondary	RDKit	HarmRS	XGBClassifier	0.50079	0.08142
Secondary	RDKit	MCC	LogisticRegression	0.08763	0.06057
Secondary	RDKit	MCC	RandomForestClassifier	0.07527	0.07937
Secondary	RDKit	MCC	XGBClassifier	0.11827	0.07698
Secondary	RDKit	PRC AUC	LogisticRegression	0.66117	0.06271
Secondary	RDKit	PRC AUC	RandomForestClassifier	0.66891	0.06475
Secondary	RDKit	PRC AUC	XGBClassifier	0.68602	0.05482
Secondary	RDKit	Precision	LogisticRegression	0.65221	0.05484
Secondary	RDKit	Precision	RandomForestClassifier	0.6353	0.05102
Secondary	RDKit	Precision	XGBClassifier	0.65494	0.04368
Secondary	RDKit	ROC AUC	LogisticRegression	0.56578	0.03855
Secondary	RDKit	ROC AUC	RandomForestClassifier	0.56984	0.05247
Secondary	RDKit	ROC AUC	XGBClassifier	0.59161	0.05132
Secondary	RDKit	Recall	LogisticRegression	0.54545	0.20921
Secondary	RDKit	Recall	RandomForestClassifier	0.67629	0.15943
Secondary	RDKit	Recall	XGBClassifier	0.64662	0.1528
Secondary	RDKit	Specificity	LogisticRegression	0.53766	0.20812
Secondary	RDKit	Specificity	RandomForestClassifier	0.3925	0.16861
Secondary	RDKit	Specificity	XGBClassifier	0.46544	0.1559
